$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$D;0207,00;39,2;;7700;11,3;3,8;997;;;;150;0,2;0,0;327;-0;-14;100;*36
$D;0208,00;40,7;;7700;11,3;3,8;997;;;;147;0,2;0,0;335;-0;-14;100;*15
$D;0209,00;42,6;;7700;11,3;3,8;997;;;;144;0,2;0,0;334;-0;-14;100;*BA
$D;0210,00;46,1;;7700;11,3;3,8;997;;;;143;0,2;0,0;331;-0;-14;100;*FF
$D;0211,00;46,8;;7700;11,3;3,8;997;;;;142;0,2;0,0;327;-0;-15;100;*95
$D;0212,00;44,9;;7700;11,3;3,8;997;;;;141;0,2;0,0;324;-0;-15;100;*63
$D;0213,00;48,2;;7700;11,3;3,8;997;;;;140;0,2;0,0;316;-0;-15;100;*A0
$D;0214,00;50,1;;7800;11,3;3,8;997;;;;138;0,2;0,0;303;-0;-15;100;*00
$D;0215,00;52,8;;7800;11,3;3,8;997;;;;137;0,2;0,0;296;-0;-15;100;*0C
$D;0216,00;49,0;;7800;11,3;3,8;997;;;;135;0,2;0,0;285;-0;-13;100;*A4
$D;0217,00;46,0;;7800;11,3;3,8;998;;;;135;0,2;0,0;280;-0;-13;100;*2D
$D;0218,00;42,5;;7800;11,3;3,8;998;;;;135;0,2;0,0;270;-0;-13;100;*B9
$D;0219,00;43,6;;7800;11,3;3,8;998;;;;134;0,2;0,0;262;-0;-8;100;*5A
$D;0220,00;45,8;;7800;11,3;3,8;998;;;;132;0,2;0,0;258;-0;-8;100;*28
$D;0221,00;50,9;;7800;11,3;3,8;998;;;;131;0,2;0,0;253;-0;-10;100;*90
$D;0222,00;52,6;;7900;11,3;3,8;998;;;;130;0,2;0,0;247;-0;-10;100;*BD
$D;0223,00;44,8;;7900;11,3;3,8;998;;;;130;0,2;0,0;246;-0;-8;100;*74
$D;0224,00;41,7;;7900;11,3;3,8;998;;;;131;0,2;0,7;245;-0;-5;100;*54
$D;0225,00;39,5;;7900;11,3;3,8;998;;;;132;0,2;1,2;243;-0;-5;100;*AB
$D;0226,00;43,1;;7900;11,3;3,8;998;;;;132;0,2;0,0;240;-0;-3;100;*A2
$D;0227,00;46,8;;7900;11,3;3,8;998;;;;130;0,2;0,0;235;-0;-4;100;*E5
$D;0228,00;51,5;;7900;11,3;3,8;998;;;;128;0,2;0,0;231;-0;-6;100;*0C
$D;0229,00;50,1;;7900;11,3;3,8;998;;;;126;0,2;0,0;223;-0;-6;100;*D0
$D;0230,00;48,8;;8000;11,3;3,8;998;;;;126;0,2;0,0;212;-0;-6;100;*18
$D;0231,00;47,5;;8000;11,3;3,8;999;;;;126;0,2;0,0;205;-0;-4;100;*71
$D;0232,00;48,9;;8000;11,3;3,8;999;;;;124;0,2;0,0;188;-0;-5;100;*07
$D;0233,00;52,6;;8000;11,3;3,8;999;;;;121;0,2;0,0;180;-0;-9;100;*99
$D;0234,00;51,7;;8000;11,3;3,8;999;;;;120;0,2;0,0;165;-0;-12;100;*06
$D;0235,00;44,8;;8000;11,3;3,8;999;;;;119;0,2;0,0;155;-0;-12;100;*1C
$D;0236,00;38,3;;8100;11,3;3,8;999;;;;119;0,2;0,0;152;-0;-11;100;*6A
$D;0237,00;32,4;;8100;11,3;3,8;999;;;;118;0,2;0,0;145;-0;-9;100;*D7
$D;0238,00;31,5;;8100;11,3;3,8;999;;;;117;0,2;0,0;140;-0;-9;100;*97
$D;0239,00;36,6;;8100;11,3;3,8;999;;;;115;0,2;0,0;138;-0;-11;100;*17
$D;0240,00;39,6;;8100;11,3;3,8;999;;;;112;0,2;0,0;136;-0;-13;100;*2F
$D;0241,00;39,6;;8100;11,3;3,8;999;;;;110;0,2;0,0;136;-0;-14;100;*1F
$D;0242,00;35,9;;8100;11,3;3,8;999;;;;109;0,2;0,0;141;-0;-13;100;*1A
$D;0243,00;32,8;;8100;11,3;3,8;999;;;;108;0,1;0,0;149;-0;-13;100;*C5
$D;0244,00;27,2;;8100;11,3;3,8;999;;;;108;0,2;0,0;152;-0;-11;100;*31
$D;0245,00;26,0;;8100;11,3;3,8;1000;;;;108;0,2;0,0;159;-0;-11;100;*AE
$D;0246,00;28,0;;8200;11,3;3,8;1000;;;;107;0,2;0,0;162;-0;-11;100;*87
$D;0247,00;30,6;;8200;11,3;3,8;1000;;;;106;0,2;0,0;167;-0;-11;100;*09
$D;0248,00;32,3;;8200;11,3;3,8;1000;;;;103;0,1;0,0;175;-0;-11;100;*5C
$D;0249,00;32,6;;8200;11,3;3,8;1000;;;;102;0,2;0,0;177;-0;-11;100;*4D
$D;0250,00;30,6;;8200;11,3;3,8;1000;;;;100;0,2;0,0;186;-0;-10;100;*41
$D;0251,00;29,8;;8200;11,3;3,8;1000;;;;99;0,2;0,0;190;-0;-10;100;*40
$D;0252,00;29,9;;8200;11,3;3,8;1000;;;;98;0,2;0,0;197;-0;-9;100;*53
$D;0253,00;29,2;;8200;11,3;3,8;1000;;;;96;0,2;0,0;203;-0;-11;100;*C4
$D;0254,00;32,1;;8200;11,3;3,8;1000;;;;94;0,2;0,0;206;-0;-13;100;*7E
$D;0255,00;34,9;;8200;11,3;3,8;1000;;;;93;0,2;0,0;212;-0;-14;100;*84
$D;0256,00;35,6;;8200;11,3;3,8;1000;;;;90;0,2;0,0;220;-0;-14;100;*C1
$D;0257,00;35,6;;8300;11,3;3,8;1000;;;;89;0,2;0,0;223;-0;-14;100;*05
$D;0258,00;33,6;;8300;11,3;3,8;1000;;;;87;0,2;0,0;232;-0;-14;100;*BF
$D;0259,00;33,6;;8300;11,3;3,8;1000;;;;85;0,2;0,0;235;-0;-14;100;*F0
$D;0260,00;35,0;;8300;11,3;3,8;1001;;;;85;0,2;0,0;241;-0;-14;100;*51
$D;0261,00;37,1;;8300;11,3;3,8;1001;;;;82;0,2;0,0;248;-0;-15;100;*3E
$D;0262,00;39,6;;8300;11,3;3,8;1001;;;;81;0,2;0,0;252;-0;-15;100;*07
$D;0263,00;40,9;;8300;11,3;3,8;1001;;;;79;0,2;0,0;260;-0;-15;100;*4A
$D;0264,00;40,4;;8300;11,3;3,8;1001;;;;78;0,2;0,0;267;-0;-15;100;*42
$D;0265,00;37,3;;8300;11,3;3,8;1001;;;;78;0,2;0,0;270;-0;-12;100;*28
$D;0266,00;36,0;;8300;11,3;3,8;1001;;;;77;0,2;0,0;277;-0;-11;100;*95
$D;0267,00;35,7;;8400;11,3;3,8;1001;;;;75;0,2;0,0;280;-0;-11;100;*D1
$D;0268,00;36,3;;8400;11,3;3,8;1001;;;;75;0,2;0,0;288;-0;-11;100;*14
$D;0269,00;37,0;;8400;11,3;3,8;1001;;;;73;0,2;0,0;298;-0;-11;100;*3A
$D;0270,00;38,3;;8400;11,3;3,8;1001;;;;73;0,2;0,0;302;-0;-10;100;*8F
$D;0271,00;39,9;;8400;11,3;3,8;1001;;;;71;0,2;0,0;310;-0;-9;100;*F4
$D;0272,00;41,7;;8400;11,3;3,8;1001;;;;70;0,2;0,0;317;-0;-9;100;*D5
$D;0273,00;48,0;;8400;11,3;3,8;1001;;;;70;0,2;0,0;320;-0;-8;100;*7D
$D;0274,00;49,4;;8400;11,3;3,8;1001;;;;68;0,2;0,0;323;-0;-9;100;*06
$D;0275,00;48,2;;8500;11,3;3,8;1002;;;;68;0,2;0,0;322;-0;-9;100;*B5
$D;0276,00;49,3;;8500;11,3;3,8;1002;;;;68;0,2;0,0;318;-0;-7;100;*89
$D;0277,00;49,6;;8500;11,3;3,8;1002;;;;67;0,2;0,0;311;-0;-7;100;*83
$D;0278,00;52,3;;8500;11,3;3,8;1002;;;;66;0,2;0,0;306;-0;-7;100;*87
$D;0279,00;54,9;;8500;11,3;3,8;1002;;;;65;0,2;0,0;295;-0;-7;100;*A6
$D;0280,00;55,4;;8500;11,3;3,8;1002;;;;63;0,2;0,0;289;-0;-7;100;*F8
$D;0281,00;51,8;;8500;11,3;3,8;1002;;;;62;0,2;0,0;275;-0;-8;100;*79
$D;0282,00;50,7;;8600;11,3;3,8;1002;;;;60;0,2;0,0;262;-0;-8;100;*86
$D;0283,00;47,9;;8600;11,3;3,8;1002;;;;59;0,2;0,0;252;-0;-8;100;*C8
$D;0284,00;46,9;;8600;11,3;3,8;1002;;;;59;0,2;0,0;237;-0;-9;100;*C9
$D;0285,00;46,8;;8600;11,3;3,8;1002;;;;57;0,2;0,0;222;-0;-9;100;*1F
$D;0286,00;46,3;;8600;11,3;3,8;1002;;;;56;0,2;0,0;215;-0;-11;100;*FD
$D;0287,00;47,0;;8600;11,3;3,8;1002;;;;55;0,2;0,0;199;-0;-11;100;*EB
$D;0288,00;47,0;;8600;11,3;3,8;1002;;;;53;0,2;0,0;190;-0;-11;100;*E8
$D;0289,00;46,6;;8700;11,3;3,8;1003;;;;52;0,2;0,0;175;-0;-11;100;*E6
$D;0290,00;46,5;;8700;11,3;3,8;1003;;;;51;0,2;0,0;158;-0;-10;100;*33
$D;0291,00;44,4;;8700;11,4;3,8;1003;;;;51;0,2;0,0;151;-0;-10;100;*5A
$D;0292,00;42,8;;8700;11,4;3,8;1003;;;;50;0,2;0,0;138;-0;-10;100;*41
$D;0293,00;42,3;;8700;11,4;3,8;1003;;;;49;0,2;0,0;125;-0;-10;100;*1E
$D;0294,00;40,7;;8700;11,4;3,8;1003;;;;48;0,2;0,0;119;-0;-9;100;*A7
$D;0295,00;41,7;;8700;11,4;3,8;1003;;;;47;0,2;0,0;106;-0;-8;100;*A7
$D;0296,00;41,4;;8700;11,4;3,8;1003;;;;46;0,2;0,0;101;-0;-8;100;*10
$D;0297,00;40,8;;8700;11,4;3,8;1003;;;;45;0,2;0,0;92;-0;-8;100;*68
$D;0298,00;40,8;;8800;11,4;3,8;1003;;;;43;0,2;0,0;85;-0;-8;100;*86
$D;0299,00;39,2;;8800;11,4;3,8;1003;;;;42;0,2;0,0;83;-0;-8;100;*1B
$D;0300,00;36,7;;8800;11,4;3,8;1003;;;;41;0,2;0,0;82;-0;-8;100;*F4
$D;0301,00;36,3;;8800;11,4;3,8;1003;;;;40;0,2;0,0;82;-0;-8;100;*0B
$D;0302,00;36,4;;8800;11,4;3,8;1003;;;;39;0,2;0,0;84;-0;-10;100;*5C
$D;0303,00;36,0;;8800;11,4;3,8;1003;;;;36;0,2;0,0;89;-0;-11;100;*B3
$D;0304,00;35,8;;8800;11,4;3,8;1004;;;;34;0,2;0,0;93;-0;-12;100;*11
$D;0305,00;35,3;;8800;11,4;3,8;1004;;;;33;0,2;0,0;102;-0;-13;100;*5A
$D;0306,00;34,3;;8800;11,4;3,8;1004;;;;30;0,2;0,0;112;-0;-13;100;*C3
$D;0307,00;39,2;;8900;11,4;3,8;1004;;;;29;0,2;0,0;117;-0;-14;100;*22
$D;0308,00;39,1;;8900;11,4;3,8;1004;;;;27;0,2;0,0;129;-0;-14;100;*6E
$D;0309,00;38,7;;8900;11,4;3,8;1004;;;;26;0,2;0,0;132;-0;-14;100;*A1
$D;0310,00;41,9;;8900;11,4;3,8;1004;;;;25;0,2;0,0;137;-0;-15;100;*A7
$D;0311,00;43,2;;8900;11,4;3,8;1004;;;;23;0,2;0,0;139;-0;-15;100;*6F
$D;0312,00;41,7;;8900;11,4;3,8;1004;;;;22;0,2;0,0;140;-0;-14;100;*13
$D;0313,00;41,2;;8900;11,4;3,8;1004;;;;22;0,2;0,0;142;-0;-12;100;*AC
$D;0314,00;40,4;;8900;11,4;3,8;1004;;;;21;0,2;0,0;144;-0;-12;100;*53
$D;0315,00;42,5;;9000;11,4;3,8;1004;;;;21;0,2;0,0;145;-0;-10;100;*61
$D;0316,00;44,0;;9000;11,4;3,8;1004;;;;20;0,2;0,0;147;-0;-9;100;*B5
$D;0317,00;47,1;;9000;11,4;3,8;1004;;;;18;0,2;0,0;149;-0;-9;100;*7C
$D;0318,00;46,3;;9000;11,4;3,8;1005;;;;17;0,2;0,0;152;-0;-9;100;*E9
$D;0319,00;45,7;;9000;11,4;3,8;1005;;;;16;0,2;0,0;153;-0;-9;100;*32
$D;0320,00;46,7;;9000;11,4;3,8;1005;;;;16;0,2;0,0;154;-0;-7;100;*11
$D;0321,00;49,9;;9000;11,4;3,8;1005;;;;14;0,2;0,0;152;-0;-8;100;*B1
$D;0322,00;52,5;;9100;11,4;3,8;1005;;;;12;0,2;0,0;145;-0;-8;100;*96
$D;0323,00;55,3;;9100;11,4;3,8;1005;;;;11;0,2;0,0;139;-0;-10;100;*D7
$D;0324,00;53,2;;9100;11,4;3,8;1005;;;;9;0,2;0,0;126;-0;-11;100;*C5
$D;0325,00;48,6;;9100;11,4;3,8;1005;;;;8;0,1;0,0;117;-0;-11;100;*7A
$D;0326,00;43,5;;9100;11,4;3,8;1005;;;;7;0,2;0,0;101;-0;-10;100;*3C
$D;0327,00;42,5;;9100;11,2;3,7;1006;;;;6;9,7;0,0;85;-0;-10;100;*1F
$D;0328,00;43,6;;9100;10,9;3,7;1011;;;;5;13,9;0,0;79;-0;-12;100;*BC
$D;0329,00;53,1;;9100;10,6;3,6;1015;;;;3;28,3;0,0;68;-0;-12;100;*66
$D;0330,00;60,7;;9200;10,6;3,6;1025;;;;4;25,5;0,0;65;-0;-12;100;*9A
$D;0331,00;69,3;;9200;10,6;3,6;1029;;;;4;25,2;0,3;63;-0;-8;100;*09
$D;0332,00;69,3;;9200;10,6;3,6;1039;;;;6;25,4;2,2;71;-0;-4;100;*3A
$D;0333,00;64,9;;9200;10,5;3,6;1046;;;;9;25,8;3,9;75;-0;1;100;*DC
$D;0334,00;61,4;;9200;10,5;3,6;1051;;;;17;26,6;6,3;86;-0;8;100;*8E
$D;0335,00;58,7;;9300;10,5;3,5;1061;;;;26;27,3;6,9;101;-0;8;100;*00
$D;0336,00;52,2;;9300;10,4;3,5;1065;;;;30;27,7;7,1;110;-0;25;100;*28
$D;0337,00;49,7;;9300;10,4;3,5;1075;;;;40;28,1;7,6;127;-0;34;100;*43
$D;0338,00;49,1;;9300;10,4;3,5;1085;;;;49;28,2;7,4;132;-0;34;100;*F3
$D;0339,00;55,5;;9300;10,4;3,5;1090;;;;52;27,7;6,2;143;-0;48;100;*C1
$D;0340,00;50,2;;9300;10,4;3,5;1098;;;;59;27,9;5,8;148;-0;48;100;*14
$D;0341,00;50,7;;9300;10,3;3,5;1109;;;;63;28,2;6,7;151;-0;58;100;*19
$D;0342,00;46,5;;9300;10,3;3,5;1113;;;;72;28,3;7,3;158;-0;61;100;*69
$D;0343,00;41,6;;9400;10,3;3,5;1124;;;;82;28,8;7,4;160;-0;61;100;*8E
$D;0344,00;45,5;;9400;10,3;3,5;1128;;;;87;29,0;8,1;167;-0;63;100;*EA
$D;0345,00;46,4;;9400;10,3;3,5;1138;;;;97;6,7;7,3;179;-0;64;100;*94
$D;0346,00;42,2;;9400;11,0;3,7;1139;;;;104;0,2;6,9;185;-0;64;100;*69
$D;0347,00;33,5;;9400;11,0;3,7;1139;;;;105;0,2;3,3;196;-0;59;100;*84
$D;0348,00;33,0;;9400;11,1;3,7;1139;;;;105;0,2;0,0;205;-0;59;100;*AD
$D;0349,00;38,9;;9400;11,1;3,7;1139;;;;104;0,2;0,0;209;-0;46;100;*FA
$D;0350,00;39,2;;9400;11,1;3,7;1139;;;;102;0,2;0,0;219;-0;37;100;*4F
$D;0351,00;36,9;;9400;11,1;3,7;1139;;;;101;0,2;0,0;224;-0;37;100;*F9
$D;0352,00;31,7;;9500;11,2;3,7;1139;;;;100;0,2;0,0;234;-0;21;100;*F6
$D;0353,00;30,7;;9500;11,2;3,7;1139;;;;100;0,2;0,0;243;-0;21;100;*AF
$D;0354,00;32,0;;9500;11,2;3,7;1139;;;;100;0,2;0,0;248;-0;4;100;*D2
$D;0355,00;31,1;;9500;11,2;3,7;1139;;;;99;0,2;0,0;258;-0;-3;100;*22
$D;0356,00;31,3;;9500;11,2;3,7;1139;;;;97;0,2;0,0;267;-0;-3;100;*0D
$D;0357,00;37,2;;9500;11,2;3,7;1139;;;;96;0,2;0,0;271;-0;-9;100;*07
$D;0358,00;40,7;;9500;11,2;3,8;1140;;;;94;0,2;0,0;282;-0;-10;100;*B0
$D;0359,00;44,9;;9500;11,2;3,8;1140;;;;91;0,2;0,0;284;-0;-10;100;*96
$D;0360,00;53,0;;9500;11,2;3,8;1140;;;;89;0,2;0,0;286;-0;-11;100;*F3
$D;0361,00;53,5;;9500;11,2;3,8;1140;;;;88;0,2;0,0;283;-0;-11;100;*D3
$D;0362,00;53,2;;9600;11,2;3,8;1140;;;;88;0,2;0,0;279;-0;-12;100;*4D
$D;0363,00;53,7;;9600;11,2;3,8;1140;;;;87;0,2;0,0;269;-0;-12;100;*20
$D;0364,00;54,5;;9600;11,2;3,8;1140;;;;86;0,2;0,0;263;-0;-12;100;*F8
$D;0365,00;56,0;;9600;11,2;3,8;1140;;;;85;0,2;0,0;249;-0;-12;100;*E1
$D;0366,00;54,5;;9600;11,2;3,8;1140;;;;84;0,2;0,0;236;-0;-12;100;*BC
$D;0367,00;49,8;;9700;11,2;3,8;1140;;;;84;0,2;0,0;228;-0;-12;100;*84
$D;0368,00;48,2;;9700;11,2;3,8;1140;;;;84;0,2;0,0;217;-0;-7;100;*96
$D;0369,00;46,6;;9700;11,2;3,8;1140;;;;83;0,2;0,0;204;-0;-7;100;*5F
$D;0370,00;50,3;;9700;11,2;3,8;1140;;;;83;0,2;0,0;204;-0;-5;100;*B5
$D;0371,00;54,1;;9700;11,2;3,8;1140;;;;81;0,2;0,0;185;-0;-6;100;*CA
$D;0372,00;54,9;;9700;11,2;3,8;1141;;;;80;0,2;0,0;176;-0;-6;100;*25
$D;0373,00;52,4;;9700;11,2;3,8;1141;;;;80;0,2;0,0;162;-0;-6;100;*09
$D;0374,00;50,1;;9700;11,2;3,8;1141;;;;79;0,2;0,0;147;-0;-5;100;*13
$D;0375,00;45,1;;9800;11,2;3,8;1141;;;;79;0,2;0,0;140;-0;-5;100;*9A
$D;0376,00;43,6;;9800;11,2;3,8;1141;;;;78;0,2;0,0;126;-0;-6;100;*9B
$D;0377,00;43,5;;9800;11,2;3,8;1141;;;;77;0,2;0,0;115;-0;-6;100;*57
$D;0378,00;40,9;;9800;11,2;3,8;1141;;;;77;0,2;0,0;111;-0;-6;100;*F7
$D;0379,00;39,9;;9800;11,2;3,8;1141;;;;77;0,2;0,0;105;-0;-5;100;*E7
$D;0380,00;38,5;;9800;11,3;3,8;1141;;;;77;0,2;0,0;103;-0;-4;100;*35
$D;0381,00;37,3;;9800;11,3;3,8;1141;;;;76;0,2;0,0;101;-0;-3;100;*D0
$D;0382,00;37,4;;9800;11,3;3,8;1141;;;;75;0,3;0,0;105;-0;-3;100;*65
$D;0383,00;34,2;;9900;11,3;3,8;1141;;;;75;0,2;0,0;107;-0;-4;100;*E5
$D;0384,00;30,4;;9900;11,3;3,8;1141;;;;74;0,2;0,0;113;-0;-4;100;*30
$D;0385,00;29,3;;9900;11,3;3,8;1141;;;;75;0,2;0,2;120;-0;-4;100;*83
$D;0386,00;28,9;;9900;11,3;3,8;1141;;;;75;0,2;0,2;120;-0;-2;100;*C1
$D;0387,00;33,0;;9900;11,3;3,8;1142;;;;73;0,2;0,0;131;-0;-3;100;*4D
$D;0388,00;36,6;;9900;11,3;3,8;1142;;;;71;0,2;0,0;137;-0;-5;100;*BC
$D;0389,00;37,7;;9900;11,3;3,8;1142;;;;70;0,2;0,0;146;-0;-6;100;*88
$D;0390,00;36,3;;9900;11,3;3,8;1142;;;;70;0,2;0,0;157;-0;-6;100;*4E
$D;0391,00;32,1;;9900;11,3;3,8;1142;;;;70;0,2;0,3;162;-0;-5;100;*40
$D;0392,00;30,0;;9900;11,3;3,8;1142;;;;70;0,2;0,0;172;-0;-4;100;*47
$D;0393,00;30,9;;10000;11,3;3,8;1142;;;;69;0,2;0,0;177;-0;-5;100;*99
$D;0394,00;42,3;;10000;11,3;3,8;1142;;;;68;0,2;0,0;184;-0;-7;100;*D1
$D;0395,00;48,3;;10000;11,3;3,8;1142;;;;64;0,2;0,0;191;-0;-9;100;*C8
$D;0396,00;51,2;;10000;11,3;3,8;1142;;;;63;0,2;0,0;194;-0;-10;100;*43
$D;0397,00;47,2;;10000;11,3;3,8;1142;;;;63;0,2;0,0;196;-0;-8;100;*0E
$D;0398,00;45,7;;10000;11,3;3,8;1142;;;;64;0,3;0,5;196;-0;-8;100;*43
$D;0399,00;43,0;;10000;11,3;3,8;1142;;;;64;0,2;0,0;193;-0;-5;100;*BF
$D;0400,00;43,5;;10000;11,3;3,8;1142;;;;63;0,2;0,0;186;-0;-6;100;*7E
$D;0401,00;50,0;;10100;11,3;3,8;1143;;;;62;0,2;0,0;180;-0;-6;100;*C9
$D;0402,00;47,2;;10100;11,3;3,8;1143;;;;61;0,2;0,0;169;-0;-7;100;*1E
$D;0403,00;48,2;;10100;11,3;3,8;1143;;;;60;0,2;0,0;158;-0;-7;100;*D5
$D;0404,00;45,2;;10100;11,3;3,8;1143;;;;60;0,2;0,0;152;-0;-5;100;*E3
$D;0405,00;47,1;;10100;11,3;3,8;1143;;;;59;0,2;0,0;139;-0;-4;100;*31
$D;0406,00;48,8;;10100;11,3;3,8;1143;;;;57;0,3;0,0;122;-0;-4;100;*6E
$D;0407,00;49,9;;10100;11,3;3,8;1143;;;;55;0,2;0,0;116;-0;-8;100;*62
$D;0408,00;46,8;;10200;11,3;3,8;1143;;;;53;0,2;0,0;101;-0;-11;100;*A0
$D;0409,00;48,1;;10200;11,3;3,8;1143;;;;51;0,2;0,0;96;-0;-11;100;*E9
$D;0410,00;39,3;;10200;11,3;3,8;1143;;;;51;0,2;0,0;91;-0;-11;100;*A0
$D;0411,00;36,1;;10200;11,3;3,8;1143;;;;52;0,2;0,1;89;-0;-11;100;*DC
$D;0412,00;35,7;;10200;11,3;3,8;1143;;;;52;0,2;0,0;88;-0;-9;100;*E2
$D;0413,00;39,5;;10200;11,3;3,8;1143;;;;51;0,2;0,0;88;-0;-9;100;*8C
$D;0414,00;39,5;;10200;11,3;3,8;1143;;;;49;0,2;0,0;87;-0;-9;100;*DE
$D;0415,00;41,8;;10200;11,3;3,8;1144;;;;49;0,2;0,0;89;-0;-8;100;*32
$D;0416,00;36,9;;10200;11,3;3,8;1144;;;;49;0,2;0,0;94;-0;-6;100;*2F
$D;0417,00;32,2;;10300;11,3;3,8;1144;;;;49;0,2;0,0;96;-0;-4;100;*19
$D;0418,00;26,8;;10300;11,3;3,8;1144;;;;48;0,2;0,0;104;-0;-3;100;*0E
$D;0419,00;28,9;;10300;11,3;3,8;1144;;;;46;0,2;0,0;112;-0;-3;100;*52
$D;0420,00;33,1;;10300;11,3;3,8;1144;;;;46;0,2;0,0;116;-0;-6;100;*4B
$D;0421,00;33,5;;10300;11,3;3,8;1144;;;;43;0,2;0,0;120;-0;-7;100;*E5
$D;0422,00;31,9;;10300;11,3;3,8;1144;;;;42;0,2;0,0;131;-0;-7;100;*AA
$D;0423,00;29,2;;10300;11,3;3,8;1144;;;;42;0,2;0,0;141;-0;-7;100;*09
$D;0424,00;28,4;;10300;11,3;3,8;1144;;;;42;0,2;0,0;150;-0;-7;100;*1E
$D;0425,00;30,4;;10300;11,3;3,8;1144;;;;41;0,2;0,0;153;-0;-8;100;*95
$D;0426,00;35,4;;10300;11,3;3,8;1144;;;;38;0,2;0,0;164;-0;-9;100;*EE
$D;0427,00;38,9;;10300;11,3;3,8;1144;;;;37;0,2;0,0;168;-0;-9;100;*79
$D;0428,00;42,4;;10400;11,3;3,8;1144;;;;35;0,2;0,0;178;-0;-12;100;*E7
$D;0429,00;43,4;;10400;11,3;3,8;1145;;;;33;0,2;0,0;186;-0;-11;100;*CE
$D;0430,00;45,6;;10400;11,3;3,8;1145;;;;32;0,2;0,0;190;-0;-11;100;*FE
$D;0431,00;44,0;;10400;11,3;3,8;1145;;;;31;0,2;0,0;196;-0;-11;100;*4D
$D;0432,00;47,5;;10400;11,3;3,8;1145;;;;30;0,2;0,0;193;-0;-11;100;*89
$D;0433,00;53,3;;10400;11,3;3,8;1145;;;;30;0,2;0,0;190;-0;-12;100;*40
$D;0434,00;55,9;;10400;11,3;3,8;1145;;;;28;0,2;0,0;180;-0;-12;100;*91
$D;0435,00;54,3;;10500;11,3;3,8;1145;;;;27;0,2;0,0;174;-0;-12;100;*82
$D;0436,00;47,4;;10500;11,3;3,8;1145;;;;28;0,2;0,0;161;-0;-8;100;*D8
$D;0437,00;47,4;;10500;11,3;3,8;1145;;;;29;0,2;0,8;146;-0;-6;100;*9C
$D;0438,00;42,0;;10500;11,3;3,8;1145;;;;29;0,2;0,4;140;-0;-4;100;*91
$D;0439,00;42,1;;10500;11,3;3,8;1145;;;;28;0,2;0,0;124;-0;-4;100;*BD
$D;0440,00;41,2;;10500;11,3;3,8;1145;;;;26;0,2;0,0;113;-0;-4;100;*83
$D;0441,00;34,4;;10500;11,3;3,8;1145;;;;26;0,2;0,0;108;-0;-4;100;*CD
$D;0442,00;32,5;;10500;11,3;3,8;1145;;;;25;0,2;0,0;100;-0;-4;100;*AA
$D;0443,00;32,7;;10600;11,3;3,8;1146;;;;25;0,2;0,0;96;-0;-4;100;*7A
$D;0444,00;33,5;;10600;11,3;3,8;1146;;;;24;0,2;0,0;88;-0;-3;100;*E3
$D;0445,00;37,1;;10600;11,3;3,8;1146;;;;22;0,2;0,0;80;-0;-3;100;*C0
$D;0446,00;41,4;;10600;11,3;3,8;1146;;;;21;0,2;0,0;76;-0;-8;100;*DC
$D;0447,00;35,4;;10600;11,3;3,8;1146;;;;19;0,2;0,0;73;-0;-10;100;*04
$D;0448,00;32,9;;10600;11,3;3,8;1146;;;;18;0,2;0,0;73;-0;-10;100;*C6
$D;0449,00;29,2;;10600;11,3;3,8;1146;;;;18;0,2;0,0;73;-0;-8;100;*BB
$D;0450,00;29,7;;10600;11,3;3,8;1146;;;;16;0,2;0,0;86;-0;-9;100;*99
$D;0451,00;37,0;;10600;11,3;3,8;1146;;;;14;0,2;0,0;92;-0;-9;100;*F6
$D;0452,00;39,8;;10600;11,3;3,8;1146;;;;13;0,2;0,0;103;-0;-12;100;*3C
$D;0453,00;40,3;;10700;11,3;3,8;1146;;;;11;0,2;0,0;112;-0;-12;100;*F0
$D;0454,00;42,2;;10700;11,3;3,8;1146;;;;10;0,2;0,0;117;-0;-12;100;*47
$D;0455,00;47,5;;10700;11,3;3,8;1146;;;;8;0,2;0,0;123;-0;-11;100;*A7
$D;0456,00;49,6;;10700;11,3;3,8;1146;;;;7;0,2;0,0;125;-0;-11;100;*68
$D;0457,00;49,4;;10700;11,3;3,8;1147;;;;6;0,2;0,0;126;-0;-12;100;*7B
$D;0458,00;50,3;;10700;11,3;3,8;1147;;;;5;0,2;0,0;123;-0;-12;100;*89
$D;0459,00;52,6;;10700;11,3;3,8;1147;;;;3;0,2;0,0;119;-0;-12;100;*C5
$D;0460,00;50,5;;10800;11,3;3,8;1147;;;;3;0,2;0,0;109;-0;-11;100;*1D
$D;0461,00;48,6;;10800;11,3;3,8;1147;;;;1;0,2;0,0;93;-0;-11;100;*9B
$D;0462,00;45,5;;10800;11,3;3,8;1147;;;;0;0,6;0,0;85;-0;-11;100;*43
$D;0463,00;44,1;;10800;11,2;3,8;1148;;;;-1;2,6;0,0;71;-0;-11;100;*92
$D;0464,00;40,6;;10800;11,2;3,8;1148;;;;-1;1,5;0,0;63;-0;-11;100;*EE
$D;0465,00;37,4;;10800;11,2;3,8;1148;;;;-1;1,8;0,1;51;-0;-8;100;*63
$D;0466,00;36,9;;10800;11,2;3,8;1149;;;;-1;0,8;0,0;40;-0;-7;100;*88
$D;0467,00;35,4;;10800;11,3;3,8;1149;;;;-1;1,2;0,0;36;-0;-6;100;*03
