$SETUP1;Time;;;;;;;;;;;;;;;;;
$SETUP2;sec;;;;;;;;;;;;;;;;;
$D;46,76;;;;;;;;;;;0,2;;;;;0,0;
$D;46,83;;;;;;;;;;;;1,4;;;;0,0;
$D;46,96;5,0;;;;;;;;;;;;;;;0,0;
$D;47,05;;100,0;;;;;;;;;;;;;;0,0;
$D;47,16;;;12,4;;;;;;;;;;;;;0,0;
$D;47,27;;;;100,0;;;;;;;;;;;;0,0;
$D;47,38;;;;;0,1;;;;;;;;;;;0,0;
$D;47,47;;;;;;0,0;;;;;;;;;;0,0;
$D;47,59;;;;;;;0,0;;;;;;;;;-0,1;
$D;47,69;;;;;;;;1,0;;;;;;;;-0,1;
$D;47,78;;;;;;;;;3,0;;;;;;;-0,1;
$D;47,89;;;;;;;;;;0,0;;;;;;-0,1;
$D;48,00;;;;;;;;;;;0,2;;;;;-0,1;
$D;48,07;;;;;;;;;;;;1,4;;;;-0,1;
$D;48,16;5,0;;;;;;;;;;;;;;;-0,1;
$D;48,27;;100,0;;;;;;;;;;;;;;-0,1;
$D;48,38;;;12,4;;;;;;;;;;;;;0,0;
$D;48,49;;;;100,0;;;;;;;;;;;;0,0;
$D;48,61;;;;;0,1;;;;;;;;;;;0,0;
$D;48,70;;;;;;0,0;;;;;;;;;;0,0;
$D;48,81;;;;;;;0,0;;;;;;;;;0,0;
$D;48,92;;;;;;;;0,0;;;;;;;;0,0;
$D;49,01;;;;;;;;;2,0;;;;;;;0,0;
$D;49,12;;;;;;;;;;0,0;;;;;;0,0;
$D;49,24;;;;;;;;;;;0,1;;;;;0,0;
$D;49,32;;;;;;;;;;;;1,4;;;;0,0;
$D;49,44;5,0;;;;;;;;;;;;;;;0,0;
$D;49,55;;100,0;;;;;;;;;;;;;;0,0;
$D;49,67;;;12,4;;;;;;;;;;;;;0,0;
$D;49,70;;;;100,0;;;;;;;;;;;;0,0;
$D;49,82;;;;;0,1;;;;;;;;;;;0,0;
$D;49,94;;;;;;0,0;;;;;;;;;;-0,1;
$D;50,04;;;;;;;0,0;;;;;;;;;-0,1;
$D;50,15;;;;;;;;0,0;;;;;;;;-0,1;
$D;50,24;;;;;;;;;2,0;;;;;;;0,0;
$D;50,35;;;;;;;;;;0,0;;;;;;0,0;
$D;50,46;;;;;;;;;;;0,1;;;;;0,0;
$D;50,57;;;;;;;;;;;;1,4;;;;0,0;
$D;50,66;5,0;;;;;;;;;;;;;;;0,0;
$D;50,77;;100,0;;;;;;;;;;;;;;-0,1;
$D;50,87;;;12,4;;;;;;;;;;;;;-0,1;
$D;50,98;;;;100,0;;;;;;;;;;;;-0,1;
$D;51,09;;;;;0,1;;;;;;;;;;;-0,1;
$D;51,19;;;;;;0,0;;;;;;;;;;0,0;
$D;51,31;;;;;;;0,0;;;;;;;;;0,0;
$D;51,35;;;;;;;;0,0;;;;;;;;0,0;
$D;51,49;;;;;;;;;2,0;;;;;;;0,0;
$D;51,58;;;;;;;;;;0,0;;;;;;0,0;
$D;51,69;;;;;;;;;;;0,2;;;;;0,0;
$D;51,78;;;;;;;;;;;;1,4;;;;0,0;
$D;51,89;5,0;;;;;;;;;;;;;;;0,0;
$D;51,98;;100,0;;;;;;;;;;;;;;0,0;
$D;52,10;;;12,4;;;;;;;;;;;;;0,0;
$D;52,21;;;;100,0;;;;;;;;;;;;0,0;
$D;52,33;;;;;0,1;;;;;;;;;;;0,0;
$D;52,43;;;;;;0,0;;;;;;;;;;0,0;
$D;52,51;;;;;;;0,0;;;;;;;;;0,0;
$D;52,62;;;;;;;;0,0;;;;;;;;0,0;
$D;52,73;;;;;;;;;2,0;;;;;;;0,0;
$D;52,85;;;;;;;;;;0,0;;;;;;0,0;
$D;52,94;;;;;;;;;;;0,2;;;;;0,0;
$D;53,00;;;;;;;;;;;;1,4;;;;0,1;
$D;53,11;5,0;;;;;;;;;;;;;;;0,1;
$D;53,22;;100,0;;;;;;;;;;;;;;0,1;
$D;53,34;;;12,4;;;;;;;;;;;;;0,1;
$D;53,42;;;;100,0;;;;;;;;;;;;0,1;
$D;53,53;;;;;0,1;;;;;;;;;;;0,1;
$D;53,64;;;;;;0,0;;;;;;;;;;0,1;
$D;53,76;;;;;;;0,0;;;;;;;;;0,1;
$D;53,85;;;;;;;;0,0;;;;;;;;0,1;
$D;53,98;;;;;;;;;3,0;;;;;;;0,1;
$D;54,06;;;;;;;;;;0,0;;;;;;0,1;
$D;54,17;;;;;;;;;;;0,3;;;;;0,1;
$D;54,28;;;;;;;;;;;;1,4;;;;0,1;
$D;54,40;5,0;;;;;;;;;;;;;;;0,1;
$D;54,48;;100,0;;;;;;;;;;;;;;0,1;
$D;54,59;;;12,4;;;;;;;;;;;;;0,0;
$D;54,65;;;;100,0;;;;;;;;;;;;0,0;
$D;54,76;;;;;0,1;;;;;;;;;;;0,0;
$D;54,88;;;;;;0,0;;;;;;;;;;0,0;
$D;54,97;;;;;;;0,0;;;;;;;;;0,0;
$D;55,08;;;;;;;;0,0;;;;;;;;0,0;
$D;55,19;;;;;;;;;3,0;;;;;;;0,0;
$D;55,30;;;;;;;;;;0,0;;;;;;0,0;
$D;55,40;;;;;;;;;;;0,1;;;;;0,0;
$D;55,51;;;;;;;;;;;;1,4;;;;0,0;
$D;55,60;5,0;;;;;;;;;;;;;;;-0,1;
$D;55,71;;100,0;;;;;;;;;;;;;;-0,1;
$D;55,82;;;12,4;;;;;;;;;;;;;0,0;
$D;55,93;;;;100,0;;;;;;;;;;;;0,0;
$D;56,02;;;;;0,1;;;;;;;;;;;0,0;
$D;56,13;;;;;;0,0;;;;;;;;;;0,0;
$D;56,24;;;;;;;0,0;;;;;;;;;0,0;
$D;56,31;;;;;;;;0,0;;;;;;;;0,0;
$D;56,40;;;;;;;;;3,0;;;;;;;0,1;
$D;56,51;;;;;;;;;;0,0;;;;;;0,0;
$D;56,63;;;;;;;;;;;0,1;;;;;0,0;
$D;56,72;;;;;;;;;;;;1,4;;;;0,0;
$D;56,83;5,0;;;;;;;;;;;;;;;0,0;
$D;56,94;;100,0;;;;;;;;;;;;;;0,0;
$D;57,03;;;12,4;;;;;;;;;;;;;0,0;
$D;57,15;;;;100,0;;;;;;;;;;;;0,0;
$D;57,27;;;;;0,1;;;;;;;;;;;0,0;
$D;57,35;;;;;;0,0;;;;;;;;;;0,0;
$D;57,46;;;;;;;0,0;;;;;;;;;0,0;
$D;57,57;;;;;;;;0,0;;;;;;;;0,0;
$D;57,69;;;;;;;;;3,0;;;;;;;0,0;
$D;57,77;;;;;;;;;;0,0;;;;;;0,0;
$D;57,91;;;;;;;;;;;0,5;;;;;0,0;
$D;57,95;;;;;;;;;;;;1,4;;;;0,0;
$D;58,06;5,0;;;;;;;;;;;;;;;0,0;
$D;58,17;;100,0;;;;;;;;;;;;;;0,0;
$D;58,26;;;12,4;;;;;;;;;;;;;0,0;
$D;58,38;;;;100,0;;;;;;;;;;;;0,0;
$D;58,47;;;;;0,1;;;;;;;;;;;0,0;
$D;58,59;;;;;;0,0;;;;;;;;;;0,0;
$D;58,70;;;;;;;0,0;;;;;;;;;0,0;
$D;58,79;;;;;;;;0,0;;;;;;;;0,0;
$D;58,90;;;;;;;;;3,0;;;;;;;0,0;
$D;59,01;;;;;;;;;;0,0;;;;;;0,0;
$D;59,13;;;;;;;;;;;0,0;;;;;0,0;
$D;59,21;;;;;;;;;;;;1,4;;;;0,0;
$D;59,32;5,0;;;;;;;;;;;;;;;0,0;
$D;59,43;;100,0;;;;;;;;;;;;;;0,0;
$D;59,55;;;12,4;;;;;;;;;;;;;0,0;
$D;59,59;;;;100,0;;;;;;;;;;;;0,0;
$D;59,70;;;;;0,1;;;;;;;;;;;0,0;
$D;59,82;;;;;;0,0;;;;;;;;;;0,1;
$D;59,91;;;;;;;0,0;;;;;;;;;0,1;
$D;60,03;;;;;;;;0,0;;;;;;;;0,1;
$D;60,12;;;;;;;;;3,0;;;;;;;0,1;
$D;60,24;;;;;;;;;;0,0;;;;;;0,1;
$D;60,33;;;;;;;;;;;0,0;;;;;0,1;
$D;60,45;;;;;;;;;;;;1,4;;;;0,1;
$D;60,54;5,0;;;;;;;;;;;;;;;0,1;
$D;60,65;;100,0;;;;;;;;;;;;;;0,1;
$D;60,76;;;12,4;;;;;;;;;;;;;0,1;
$D;60,87;;;;100,0;;;;;;;;;;;;0,1;
$D;60,98;;;;;0,1;;;;;;;;;;;0,1;
$D;61,08;;;;;;0,0;;;;;;;;;;0,0;
$D;61,17;;;;;;;0,0;;;;;;;;;0,0;
$D;61,24;;;;;;;;0,0;;;;;;;;0,0;
$D;61,35;;;;;;;;;2,0;;;;;;;0,0;
$D;61,46;;;;;;;;;;0,0;;;;;;0,0;
$D;61,57;;;;;;;;;;;0,2;;;;;0,0;
$D;61,66;;;;;;;;;;;;1,4;;;;0,0;
$D;61,77;5,0;;;;;;;;;;;;;;;0,0;
$D;61,89;;100,0;;;;;;;;;;;;;;-0,1;
$D;61,98;;;12,4;;;;;;;;;;;;;-0,2;
$D;62,09;;;;100,0;;;;;;;;;;;;-0,2;
$D;62,21;;;;;0,1;;;;;;;;;;;-0,2;
$D;62,31;;;;;;0,0;;;;;;;;;;-0,2;
$D;62,40;;;;;;;0,0;;;;;;;;;-0,2;
$D;62,51;;;;;;;;0,0;;;;;;;;-0,2;
$D;62,62;;;;;;;;;2,0;;;;;;;-0,2;
$D;62,73;;;;;;;;;;0,0;;;;;;-0,2;
$D;62,82;;;;;;;;;;;0,0;;;;;-0,2;
$D;62,88;;;;;;;;;;;;1,4;;;;-0,1;
$D;62,99;5,0;;;;;;;;;;;;;;;-0,1;
$D;63,10;;100,0;;;;;;;;;;;;;;-0,1;
$D;63,19;;;12,4;;;;;;;;;;;;;-0,1;
$D;63,30;;;;100,0;;;;;;;;;;;;-0,1;
$D;63,42;;;;;0,1;;;;;;;;;;;0,0;
$D;63,53;;;;;;0,0;;;;;;;;;;0,0;
$D;63,62;;;;;;;0,0;;;;;;;;;0,0;
$D;63,73;;;;;;;;0,0;;;;;;;;0,0;
$D;63,84;;;;;;;;;2,0;;;;;;;0,0;
$D;63,96;;;;;;;;;;0,0;;;;;;0,0;
$D;64,05;;;;;;;;;;;0,3;;;;;0,0;
$D;64,15;;;;;;;;;;;;1,4;;;;0,0;
$D;64,26;5,0;;;;;;;;;;;;;;;0,0;
$D;64,38;;100,0;;;;;;;;;;;;;;0,0;
$D;64,46;;;12,4;;;;;;;;;;;;;0,0;
$D;64,53;;;;101,0;;;;;;;;;;;;0,0;
$D;64,64;;;;;0,1;;;;;;;;;;;0,0;
$D;64,74;;;;;;0,0;;;;;;;;;;0,0;
$D;64,85;;;;;;;0,0;;;;;;;;;0,0;
$D;64,96;;;;;;;;0,0;;;;;;;;0,0;
$D;65,08;;;;;;;;;2,0;;;;;;;0,0;
$D;65,16;;;;;;;;;;0,0;;;;;;0,0;
$D;65,27;;;;;;;;;;;0,3;;;;;0,0;
$D;65,39;;;;;;;;;;;;1,4;;;;0,0;
$D;65,47;5,0;;;;;;;;;;;;;;;0,0;
$D;65,59;;100,0;;;;;;;;;;;;;;0,0;
$D;65,70;;;12,4;;;;;;;;;;;;;0,0;
$D;65,81;;;;101,0;;;;;;;;;;;;0,0;
$D;65,92;;;;;0,1;;;;;;;;;;;0,0;
$D;66,01;;;;;;0,0;;;;;;;;;;0,0;
$D;66,12;;;;;;;0,0;;;;;;;;;0,0;
$D;66,18;;;;;;;;0,0;;;;;;;;0,0;
$D;66,30;;;;;;;;;2,0;;;;;;;-0,1;
$D;66,39;;;;;;;;;;0,0;;;;;;-0,1;
$D;66,50;;;;;;;;;;;0,2;;;;;0,0;
$D;66,62;;;;;;;;;;;;1,4;;;;-0,1;
$D;66,70;5,0;;;;;;;;;;;;;;;-0,1;
$D;66,81;;100,0;;;;;;;;;;;;;;-0,1;
$D;66,92;;;12,4;;;;;;;;;;;;;0,0;
$D;67,03;;;;101,0;;;;;;;;;;;;0,0;
$D;67,12;;;;;0,1;;;;;;;;;;;0,0;
$D;67,23;;;;;;0,0;;;;;;;;;;0,0;
$D;67,35;;;;;;;0,0;;;;;;;;;0,0;
$D;67,46;;;;;;;;0,0;;;;;;;;0,0;
$D;67,55;;;;;;;;;3,0;;;;;;;0,0;
$D;67,66;;;;;;;;;;0,0;;;;;;0,0;
$D;67,77;;;;;;;;;;;0,2;;;;;0,0;
$D;67,82;;;;;;;;;;;;1,4;;;;0,0;
$D;67,93;5,0;;;;;;;;;;;;;;;0,0;
$D;68,04;;100,0;;;;;;;;;;;;;;0,0;
$D;68,13;;;12,4;;;;;;;;;;;;;0,0;
$D;68,24;;;;101,0;;;;;;;;;;;;0,0;
$D;68,36;;;;;0,1;;;;;;;;;;;0,0;
$D;68,47;;;;;;0,0;;;;;;;;;;0,0;
$D;68,58;;;;;;;0,0;;;;;;;;;0,0;
$D;68,68;;;;;;;;0,0;;;;;;;;0,0;
$D;68,79;;;;;;;;;3,0;;;;;;;0,0;
$SETUP1;Time;Empfängerspannung;Empfangsqualität;Gesamtspannung;Restkapazität;Stromaufnahme;Drehzahl;Höhe;Höhengewinn;Entfernung;Flugstrecke;Geschwindigkeit;Max;;;;Vario;
$SETUP2;sec;Sys:Volt;Sys:% LQI;Sys:Volt;Lipo % (2200mAh);Sys:Ampere;Sys:1/min;Sys:Meter;Sys:Meter;Sys:Meter;Sys:Kilometer;Sys:km/h;Sys:km/h;;;;Sys:m/s;
$D;68,92;;;;;;;;;;0,0;;;;;;-0,1;
$D;68,99;;;;;;;;;;;0,2;;;;;-0,1;
$D;69,10;;;;;;;;;;;;1,4;;;;-0,1;
$D;69,21;5,0;;;;;;;;;;;;;;;-0,1;
$D;69,30;;100,0;;;;;;;;;;;;;;-0,1;
$D;69,42;;;12,4;;;;;;;;;;;;;0,0;
$D;69,48;;;;101,0;;;;;;;;;;;;0,0;
$D;69,59;;;;;0,2;;;;;;;;;;;0,0;
$D;69,68;;;;;;0,0;;;;;;;;;;0,0;
$D;69,79;;;;;;;0,0;;;;;;;;;0,0;
$SETUP1;Time;Empfängerspannung;Empfangsqualität;Gesamtspannung;Restkapazität;Stromaufnahme;Drehzahl;Höhe;Höhengewinn;Entfernung;Flugstrecke;Geschwindigkeit;Max;;;;Vario;
$SETUP2;sec;Sys:Volt;Sys:% LQI;Sys:Volt;Lipo % (2200mAh);Sys:Ampere;Sys:1/min;Sys:Meter;Sys:Meter;Sys:Meter;Sys:Kilometer;Sys:km/h;Sys:km/h;;;;Sys:m/s;
$D;69,93;;;;;;;;0,0;;;;;;;;0,0;
$D;69,99;;;;;;;;;3,0;;;;;;;0,0;
$D;70,11;;;;;;;;;;0,0;;;;;;0,0;
$D;70,22;;;;;;;;;;;0,0;;;;;0,0;
$D;70,33;;;;;;;;;;;;1,4;;;;0,0;
$D;70,42;5,0;;;;;;;;;;;;;;;0,0;
$D;70,53;;100,0;;;;;;;;;;;;;;0,0;
$D;70,64;;;12,4;;;;;;;;;;;;;0,0;
$D;70,76;;;;101,0;;;;;;;;;;;;0,0;
$D;70,84;;;;;0,1;;;;;;;;;;;0,0;
$D;70,96;;;;;;0,0;;;;;;;;;;0,0;
$D;71,05;;;;;;;0,0;;;;;;;;;0,0;
$D;71,14;;;;;;;;0,0;;;;;;;;0,0;
$D;71,22;;;;;;;;;3,0;;;;;;;0,1;
$D;71,33;;;;;;;;;;0,0;;;;;;0,1;
$D;71,45;;;;;;;;;;;0,2;;;;;0,1;
$D;71,54;;;;;;;;;;;;1,4;;;;0,1;
$D;71,64;5,0;;;;;;;;;;;;;;;0,1;
$D;71,76;;100,0;;;;;;;;;;;;;;0,0;
$D;71,87;;;12,4;;;;;;;;;;;;;0,0;
$D;71,96;;;;101,0;;;;;;;;;;;;0,0;
$D;72,07;;;;;0,1;;;;;;;;;;;0,0;
$D;72,19;;;;;;0,0;;;;;;;;;;0,0;
$D;72,28;;;;;;;0,0;;;;;;;;;0,0;
$D;72,39;;;;;;;;0,0;;;;;;;;0,0;
$D;72,50;;;;;;;;;3,0;;;;;;;0,0;
$D;72,61;;;;;;;;;;0,0;;;;;;0,0;
$D;72,70;;;;;;;;;;;0,5;;;;;0,0;
$D;72,76;;;;;;;;;;;;1,4;;;;0,0;
$D;72,88;5,0;;;;;;;;;;;;;;;0,0;
$D;72,99;;100,0;;;;;;;;;;;;;;0,0;
$D;73,08;;;12,4;;;;;;;;;;;;;-0,1;
$D;73,19;;;;101,0;;;;;;;;;;;;-0,1;
$D;73,31;;;;;0,1;;;;;;;;;;;-0,1;
$D;73,41;;;;;;0,0;;;;;;;;;;0,0;
$D;73,50;;;;;;;0,0;;;;;;;;;0,0;
$D;73,61;;;;;;;;0,0;;;;;;;;0,0;
$D;73,73;;;;;;;;;3,0;;;;;;;0,0;
$D;73,84;;;;;;;;;;0,0;;;;;;0,0;
$D;73,92;;;;;;;;;;;0,4;;;;;0,0;
$D;74,04;;;;;;;;;;;;1,4;;;;0,0;
$D;74,16;5,0;;;;;;;;;;;;;;;0,0;
$D;74,24;;100,0;;;;;;;;;;;;;;0,0;
$D;74,35;;;12,4;;;;;;;;;;;;;0,0;
$D;74,41;;;;101,0;;;;;;;;;;;;0,0;
$D;74,52;;;;;0,1;;;;;;;;;;;0,0;
$D;74,64;;;;;;0,0;;;;;;;;;;0,0;
$D;74,73;;;;;;;0,0;;;;;;;;;0,0;
$D;74,86;;;;;;;;0,0;;;;;;;;0,0;
$D;74,95;;;;;;;;;3,0;;;;;;;0,0;
$D;75,04;;;;;;;;;;0,0;;;;;;0,0;
$D;75,16;;;;;;;;;;;0,2;;;;;0,0;
$D;75,26;;;;;;;;;;;;1,4;;;;0,0;
$D;75,38;5,0;;;;;;;;;;;;;;;0,0;
$D;75,47;;100,0;;;;;;;;;;;;;;0,0;
$D;75,56;;;12,4;;;;;;;;;;;;;0,0;
$D;75,67;;;;101,0;;;;;;;;;;;;0,0;
$D;75,78;;;;;0,1;;;;;;;;;;;0,0;
$D;75,89;;;;;;0,0;;;;;;;;;;0,0;
$D;76,00;;;;;;;0,0;;;;;;;;;0,0;
$D;76,06;;;;;;;;0,0;;;;;;;;0,0;
$D;76,18;;;;;;;;;3,0;;;;;;;0,0;
$D;76,27;;;;;;;;;;0,0;;;;;;0,0;
$D;76,39;;;;;;;;;;;0,1;;;;;0,0;
$D;76,48;;;;;;;;;;;;1,4;;;;0,0;
$D;76,59;5,0;;;;;;;;;;;;;;;-0,1;
$D;76,71;;100,0;;;;;;;;;;;;;;-0,1;
$D;76,80;;;12,4;;;;;;;;;;;;;-0,1;
$D;76,91;;;;101,0;;;;;;;;;;;;0,0;
$D;77,03;;;;;0,1;;;;;;;;;;;0,0;
$D;77,12;;;;;;0,0;;;;;;;;;;0,0;
$D;77,25;;;;;;;0,0;;;;;;;;;-0,1;
$D;77,32;;;;;;;;0,0;;;;;;;;-0,1;
$D;77,43;;;;;;;;;3,0;;;;;;;-0,1;
$D;77,56;;;;;;;;;;0,0;;;;;;-0,1;
$D;77,65;;;;;;;;;;;0,5;;;;;-0,1;
$D;77,71;;;;;;;;;;;;1,4;;;;-0,1;
$D;77,82;5,0;;;;;;;;;;;;;;;-0,1;
$D;77,93;;100,0;;;;;;;;;;;;;;-0,1;
$D;78,02;;;12,4;;;;;;;;;;;;;-0,1;
$D;78,13;;;;101,0;;;;;;;;;;;;-0,1;
$D;78,24;;;;;0,1;;;;;;;;;;;0,0;
$D;78,35;;;;;;0,0;;;;;;;;;;0,0;
$D;78,44;;;;;;;0,0;;;;;;;;;0,0;
$D;78,55;;;;;;;;0,0;;;;;;;;0,0;
$D;78,67;;;;;;;;;3,0;;;;;;;0,1;
$D;78,76;;;;;;;;;;0,0;;;;;;0,1;
$D;78,87;;;;;;;;;;;0,5;;;;;0,1;
$D;78,99;;;;;;;;;;;;1,4;;;;0,2;
$D;79,07;5,0;;;;;;;;;;;;;;;0,2;
$D;79,18;;100,0;;;;;;;;;;;;;;0,2;
$D;79,29;;;12,4;;;;;;;;;;;;;0,2;
$D;79,35;;;;101,0;;;;;;;;;;;;0,2;
$D;79,46;;;;;0,1;;;;;;;;;;;0,3;
$D;79,58;;;;;;0,0;;;;;;;;;;0,3;
$D;79,67;;;;;;;0,0;;;;;;;;;0,3;
$D;79,78;;;;;;;;0,0;;;;;;;;0,3;
$D;79,89;;;;;;;;;3,0;;;;;;;0,3;
$D;80,00;;;;;;;;;;0,0;;;;;;0,3;
$D;80,09;;;;;;;;;;;0,8;;;;;0,2;
$D;80,21;;;;;;;;;;;;1,4;;;;0,2;
$D;80,30;5,0;;;;;;;;;;;;;;;0,2;
$D;80,41;;100,0;;;;;;;;;;;;;;0,1;
$D;80,52;;;12,4;;;;;;;;;;;;;0,0;
$D;80,63;;;;101,0;;;;;;;;;;;;0,0;
$D;80,74;;;;;0,1;;;;;;;;;;;0,0;
$D;80,83;;;;;;0,0;;;;;;;;;;0,0;
$D;80,94;;;;;;;0,0;;;;;;;;;0,0;
$D;81,00;;;;;;;;0,0;;;;;;;;0,0;
$D;81,11;;;;;;;;;3,0;;;;;;;0,0;
$D;81,23;;;;;;;;;;0,0;;;;;;0,0;
$D;81,32;;;;;;;;;;;0,7;;;;;0,0;
$D;81,43;;;;;;;;;;;;1,4;;;;0,0;
$D;81,54;5,0;;;;;;;;;;;;;;;0,0;
$D;81,63;;100,0;;;;;;;;;;;;;;0,0;
$D;81,75;;;12,4;;;;;;;;;;;;;0,0;
$D;81,84;;;;101,0;;;;;;;;;;;;0,0;
$D;81,95;;;;;0,1;;;;;;;;;;;0,0;
$D;82,06;;;;;;0,0;;;;;;;;;;0,0;
$D;82,17;;;;;;;0,0;;;;;;;;;0,0;
$D;82,28;;;;;;;;0,0;;;;;;;;0,0;
$D;82,37;;;;;;;;;3,0;;;;;;;0,0;
$D;82,48;;;;;;;;;;0,0;;;;;;0,0;
$D;82,60;;;;;;;;;;;0,5;;;;;0,0;
$D;82,65;;;;;;;;;;;;1,4;;;;0,0;
$D;82,77;5,0;;;;;;;;;;;;;;;0,0;
$D;82,86;;100,0;;;;;;;;;;;;;;0,0;
$D;82,97;;;12,4;;;;;;;;;;;;;0,0;
$D;83,06;;;;101,0;;;;;;;;;;;;0,0;
$D;83,17;;;;;0,1;;;;;;;;;;;0,0;
$D;83,29;;;;;;0,0;;;;;;;;;;-0,1;
$D;83,38;;;;;;;0,0;;;;;;;;;-0,1;
$D;83,49;;;;;;;;0,0;;;;;;;;-0,1;
$D;83,60;;;;;;;;;3,0;;;;;;;0,0;
$D;83,72;;;;;;;;;;0,0;;;;;;0,0;
$D;83,80;;;;;;;;;;;0,5;;;;;0,0;
$D;83,91;;;;;;;;;;;;1,4;;;;0,0;
$D;84,02;5,0;;;;;;;;;;;;;;;0,0;
$D;84,14;;100,0;;;;;;;;;;;;;;0,1;
$D;84,23;;;12,4;;;;;;;;;;;;;0,1;
$D;84,29;;;;102,0;;;;;;;;;;;;0,1;
$D;84,40;;;;;0,1;;;;;;;;;;;0,1;
$D;84,51;;;;;;0,0;;;;;;;;;;0,1;
$D;84,62;;;;;;;0,0;;;;;;;;;0,0;
$D;84,73;;;;;;;;0,0;;;;;;;;0,0;
$D;84,82;;;;;;;;;3,0;;;;;;;0,0;
$D;84,93;;;;;;;;;;0,0;;;;;;0,0;
$D;85,03;;;;;;;;;;;0,7;;;;;0,1;
$D;85,14;;;;;;;;;;;;1,5;;;;0,0;
$D;85,25;5,0;;;;;;;;;;;;;;;0,0;
$D;85,37;;100,0;;;;;;;;;;;;;;0,0;
$D;85,45;;;12,4;;;;;;;;;;;;;0,0;
$D;85,56;;;;102,0;;;;;;;;;;;;0,0;
$D;85,67;;;;;0,1;;;;;;;;;;;0,0;
$D;85,78;;;;;;0,0;;;;;;;;;;0,0;
$D;85,89;;;;;;;0,0;;;;;;;;;0,0;
$D;85,96;;;;;;;;0,0;;;;;;;;0,0;
$D;86,04;;;;;;;;;3,0;;;;;;;0,0;
$D;86,15;;;;;;;;;;0,0;;;;;;0,0;
$D;86,27;;;;;;;;;;;0,4;;;;;0,0;
$D;86,36;;;;;;;;;;;;1,5;;;;0,0;
$D;86,47;5,0;;;;;;;;;;;;;;;0,0;
$D;86,58;;100,0;;;;;;;;;;;;;;0,0;
$D;86,70;;;12,4;;;;;;;;;;;;;0,0;
$D;86,78;;;;102,0;;;;;;;;;;;;0,0;
$D;86,89;;;;;0,1;;;;;;;;;;;0,0;
$D;86,99;;;;;;0,0;;;;;;;;;;0,0;
$D;87,10;;;;;;;0,0;;;;;;;;;0,0;
$D;87,22;;;;;;;;0,0;;;;;;;;0,1;
$D;87,32;;;;;;;;;3,0;;;;;;;0,1;
$D;87,44;;;;;;;;;;0,0;;;;;;0,1;
$D;87,52;;;;;;;;;;;0,4;;;;;0,1;
$D;87,58;;;;;;;;;;;;1,5;;;;0,1;
$D;87,69;5,0;;;;;;;;;;;;;;;0,1;
$D;87,80;;100,0;;;;;;;;;;;;;;0,1;
$D;87,90;;;12,4;;;;;;;;;;;;;0,2;
$D;88,01;;;;102,0;;;;;;;;;;;;0,2;
$D;88,12;;;;;0,1;;;;;;;;;;;0,1;
$D;88,23;;;;;;0,0;;;;;;;;;;0,1;
$D;88,34;;;;;;;0,0;;;;;;;;;0,1;
$D;88,43;;;;;;;;0,0;;;;;;;;0,1;
$D;88,54;;;;;;;;;3,0;;;;;;;0,1;
$D;88,65;;;;;;;;;;0,0;;;;;;0,1;
$D;88,77;;;;;;;;;;;0,5;;;;;0,1;
$D;88,85;;;;;;;;;;;;1,5;;;;0,1;
$D;88,97;5,0;;;;;;;;;;;;;;;0,1;
$D;89,06;;100,0;;;;;;;;;;;;;;0,1;
$D;89,17;;;12,4;;;;;;;;;;;;;0,1;
$D;89,23;;;;102,0;;;;;;;;;;;;0,1;
$D;89,34;;;;;0,1;;;;;;;;;;;0,1;
$D;89,44;;;;;;0,0;;;;;;;;;;0,1;
$D;89,55;;;;;;;1,0;;;;;;;;;0,1;
$D;89,65;;;;;;;;0,0;;;;;;;;0,1;
$D;89,76;;;;;;;;;3,0;;;;;;;0,1;
$D;89,88;;;;;;;;;;0,0;;;;;;0,0;
$D;89,99;;;;;;;;;;;0,6;;;;;0,0;
$D;90,07;;;;;;;;;;;;1,5;;;;0,0;
$D;90,18;5,0;;;;;;;;;;;;;;;0,0;
$D;90,29;;100,0;;;;;;;;;;;;;;0,0;
$D;90,40;;;12,4;;;;;;;;;;;;;0,0;
$D;90,51;;;;102,0;;;;;;;;;;;;0,0;
$D;90,62;;;;;0,1;;;;;;;;;;;0,0;
$D;90,71;;;;;;0,0;;;;;;;;;;0,0;
$D;90,82;;;;;;;1,0;;;;;;;;;0,0;
$D;90,89;;;;;;;;0,0;;;;;;;;-0,1;
$D;91,00;;;;;;;;;3,0;;;;;;;-0,1;
$D;91,09;;;;;;;;;;0,0;;;;;;-0,1;
$D;91,20;;;;;;;;;;;0,1;;;;;-0,1;
$D;91,32;;;;;;;;;;;;1,5;;;;-0,1;
$D;91,41;5,0;;;;;;;;;;;;;;;-0,1;
$D;91,52;;100,0;;;;;;;;;;;;;;-0,1;
$D;91,63;;;12,4;;;;;;;;;;;;;-0,1;
$D;91,74;;;;102,0;;;;;;;;;;;;-0,1;
$D;91,83;;;;;0,1;;;;;;;;;;;-0,1;
$D;91,94;;;;;;0,0;;;;;;;;;;-0,1;
$D;92,06;;;;;;;0,0;;;;;;;;;-0,1;
$D;92,16;;;;;;;;0,0;;;;;;;;-0,1;
$D;92,25;;;;;;;;;3,0;;;;;;;0,0;
$D;92,36;;;;;;;;;;0,0;;;;;;0,0;
$D;92,47;;;;;;;;;;;0,4;;;;;0,0;
$D;92,54;;;;;;;;;;;;1,5;;;;0,0;
