Zeit [s];RSSI [dB];Spannung [V];Strom [A];Leistung [W];Kapazitaet [Ah];Energie [Wh];Temp. Tmp. [*C]
#Version 2.04beta-19
#0.0:Modellname:PROTOS__ Akku:6S 2.65Ah TXE Version 3.5 Anzahl Fluege:35 Betriebsstunden:13:16:08 US-T V1.00
445.1;-36;22.3;9.5;212;1.14;26.62;25
445.3;-35;22.3;9.5;212;1.14;26.62;25
445.5;-35;22.4;9.9;222;1.15;26.62;25
445.8;-35;22.3;10.4;232;1.15;26.62;25
446.2;-38;22.3;10.4;232;1.15;26.82;25
446.5;-39;22.4;9.5;213;1.15;26.82;25
447.0;-50;22.4;9.5;213;1.15;26.82;25
447.3;-50;22.4;9.6;215;1.15;26.82;25
447.5;-38;22.4;9.6;215;1.15;26.82;25
447.7;-44;22.4;8.6;193;1.15;26.82;25
447.9;-38;22.4;8.6;193;1.15;26.92;25
448.1;-56;22.4;8.6;193;1.15;26.92;25
448.3;-61;22.4;8.6;193;1.15;26.92;25
448.5;-43;22.4;9.0;202;1.15;26.92;25
448.7;-42;22.4;9.0;202;1.15;26.92;25
448.9;-41;22.4;8.7;195;1.15;26.92;25
449.1;-42;22.4;8.7;195;1.16;26.92;25
449.3;-36;22.4;9.4;211;1.16;26.92;25
449.7;-43;22.4;8.3;186;1.16;26.92;25
449.9;-46;22.4;8.3;186;1.16;27.03;25
450.1;-63;22.4;8.3;186;1.16;27.03;25
450.3;-36;22.4;8.3;186;1.16;27.03;25
450.5;-20;22.4;10.5;235;1.16;27.03;25
450.7;-20;22.4;10.5;235;1.16;27.03;25
450.9;-25;22.4;9.5;213;1.16;27.03;25
451.1;-29;22.4;9.5;213;1.16;27.03;25
451.3;-27;22.4;10.0;224;1.16;27.03;25
451.5;-31;22.4;10.0;224;1.16;27.13;25
451.7;-35;22.3;11.1;248;1.16;27.13;25
451.9;-39;22.3;11.1;248;1.16;27.13;25
452.1;-32;22.3;10.3;230;1.16;27.13;25
452.3;-33;22.3;10.3;230;1.17;27.13;25
452.5;-26;22.3;10.7;239;1.17;27.13;25
452.9;-24;22.3;10.5;234;1.17;27.13;25
453.1;-26;22.3;10.5;234;1.17;27.23;25
453.3;-26;22.3;10.4;232;1.17;27.23;25
453.5;-31;22.3;10.4;232;1.17;27.23;25
453.7;-29;22.3;10.4;232;1.17;27.23;25
453.9;-28;22.3;10.4;232;1.17;27.23;25
454.1;-26;22.3;11.0;245;1.17;27.23;25
454.3;-30;22.3;11.0;245;1.17;27.23;25
454.5;-33;22.3;11.0;245;1.17;27.23;25
454.7;-34;22.3;11.1;248;1.17;27.34;25
454.9;-40;22.3;9.5;212;1.17;27.34;25
455.1;-39;22.3;9.5;212;1.17;27.34;25
455.3;-42;22.3;9.5;212;1.17;27.34;25
455.5;-44;22.3;9.5;212;1.17;27.34;25
455.7;-45;22.3;9.5;212;1.17;27.34;25
455.9;-51;22.4;10.2;228;1.17;27.34;25
456.1;-39;22.4;8.8;197;1.17;27.34;25
456.3;-41;22.4;8.8;197;1.17;27.43;25
456.5;-38;22.4;8.8;197;1.17;27.43;25
456.7;-42;22.4;10.4;233;1.17;27.43;25
456.9;-31;22.4;10.4;233;1.17;27.43;25
457.1;-20;22.3;10.0;223;1.18;27.43;25
457.3;-19;22.3;9.8;219;1.18;27.43;25
457.7;-22;22.3;10.0;223;1.18;27.43;25
457.9;-23;22.3;10.0;223;1.18;27.53;25
458.1;-26;22.3;10.1;225;1.18;27.53;25
458.5;-26;22.3;10.9;243;1.18;27.53;25
458.7;-29;22.3;10.9;243;1.18;27.53;25
458.9;-29;22.3;10.9;243;1.18;27.53;25
459.1;-30;22.3;10.2;227;1.18;27.53;25
459.3;-32;22.3;10.0;223;1.18;27.53;25
459.5;-32;22.3;10.0;223;1.18;27.53;25
459.7;-37;22.3;9.3;207;1.18;27.53;25
459.9;-39;22.3;9.3;207;1.18;27.65;25
460.1;-39;22.3;9.4;210;1.18;27.65;25
460.3;-41;22.3;9.4;210;1.18;27.65;25
460.5;-42;22.3;9.4;210;1.18;27.65;25
460.7;-54;22.3;11.2;250;1.19;27.65;25
460.9;-40;22.3;11.2;250;1.19;27.65;25
461.1;-33;22.3;11.2;250;1.19;27.65;25
461.3;-36;22.3;11.2;250;1.19;27.65;25
461.5;-39;22.3;11.0;245;1.19;27.76;25
461.7;-36;22.3;10.1;225;1.19;27.76;25
461.9;-43;22.3;10.1;225;1.19;27.76;25
462.1;-41;22.3;10.1;225;1.19;27.76;25
462.3;-41;22.3;10.5;234;1.19;27.76;25
462.5;-48;22.3;9.9;221;1.19;27.76;25
462.7;-47;22.3;9.9;221;1.19;27.76;25
462.9;-53;22.3;9.4;210;1.19;27.76;25
463.1;-54;22.3;9.4;210;1.19;27.86;25
463.3;-42;22.3;9.4;210;1.19;27.86;25
463.5;-47;22.3;9.4;210;1.19;27.86;25
463.7;-39;22.3;9.4;210;1.19;27.86;25
463.9;-32;22.4;7.6;170;1.20;27.86;25
464.1;-26;22.4;9.0;202;1.20;27.86;25
464.3;-23;22.4;9.0;202;1.20;27.86;25
464.5;-27;22.3;11.2;250;1.20;27.86;25
464.7;-26;22.3;11.2;250;1.20;27.95;25
464.9;-37;22.3;10.7;239;1.20;27.95;25
465.1;-44;22.3;10.7;239;1.20;27.95;25
465.3;-33;22.3;9.3;207;1.20;27.95;25
465.5;-30;22.3;9.3;207;1.20;27.95;25
465.7;-42;22.3;10.4;232;1.20;27.95;25
466.1;-35;22.3;9.8;219;1.20;27.95;25
466.3;-29;22.3;9.8;219;1.20;28.05;25
466.5;-30;22.3;10.7;239;1.20;28.05;25
466.7;-26;22.3;10.7;239;1.20;28.05;25
466.9;-26;22.3;11.5;256;1.20;28.05;25
467.1;-26;22.3;11.5;256;1.21;28.05;25
467.3;-29;22.3;10.9;243;1.21;28.05;25
467.5;-30;22.3;10.9;243;1.21;28.05;25
467.7;-32;22.3;10.7;239;1.21;28.05;25
467.9;-32;22.3;10.7;239;1.21;28.16;25
468.1;-33;22.3;10.7;239;1.21;28.16;25
468.3;-40;22.3;10.7;239;1.21;28.16;25
468.6;-45;22.3;9.0;201;1.21;28.16;25
468.8;-38;22.3;9.0;201;1.21;28.16;25
469.0;-46;22.3;9.4;210;1.21;28.16;25
469.2;-41;22.3;9.4;210;1.21;28.16;25
469.4;-34;22.3;9.9;221;1.21;28.16;25
469.8;-41;22.3;9.7;216;1.21;28.16;25
470.0;-44;22.3;9.7;216;1.21;28.28;25
470.2;-44;22.3;10.6;236;1.21;28.28;25
470.4;-35;22.3;10.6;236;1.21;28.28;25
470.6;-29;22.3;12.4;277;1.21;28.28;25
470.8;-30;22.3;12.4;277;1.22;28.28;25
471.0;-27;22.2;12.0;266;1.22;28.28;25
471.2;-26;22.2;12.0;266;1.22;28.28;25
471.4;-24;22.2;10.3;229;1.22;28.28;25
471.6;-24;22.2;10.3;229;1.22;28.39;25
471.8;-25;22.3;11.5;256;1.22;28.39;25
472.0;-29;22.3;11.5;256;1.22;28.39;25
472.2;-30;22.3;10.7;239;1.22;28.39;25
472.4;-35;22.3;10.7;239;1.22;28.39;25
472.6;-36;22.3;9.9;221;1.22;28.39;25
472.9;-38;22.3;10.6;236;1.22;28.39;25
473.1;-44;22.3;10.6;236;1.22;28.50;25
473.5;-48;22.3;10.6;236;1.22;28.50;25
473.7;-46;22.3;10.6;236;1.22;28.50;25
473.9;-48;22.3;10.6;236;1.23;28.50;25
474.1;-45;22.3;10.6;236;1.23;28.50;25
474.5;-60;22.3;10.4;232;1.23;28.50;25
474.7;-60;22.3;10.4;232;1.23;28.50;25
474.9;-51;22.3;9.7;216;1.23;28.50;25
475.1;-54;22.3;9.7;216;1.23;28.50;25
475.3;-55;22.3;9.7;216;1.23;28.50;25
475.5;-54;22.3;8.9;198;1.23;28.50;25
475.7;-47;22.3;8.9;198;1.23;28.50;25
475.9;-48;22.3;8.9;198;1.23;28.50;25
476.1;-45;22.3;8.7;194;1.23;28.50;25
476.3;-46;22.3;8.7;194;1.23;28.70;25
476.5;-45;22.3;8.7;194;1.23;28.70;25
476.7;-45;22.3;7.5;167;1.23;28.70;25
476.9;-42;22.3;7.5;167;1.23;28.70;25
477.1;-44;22.4;8.1;181;1.24;28.70;25
477.3;-31;22.4;7.1;159;1.24;28.70;25
477.7;-36;22.4;7.8;175;1.24;28.70;25
477.9;-34;22.4;7.8;175;1.24;28.77;25
478.1;-33;22.4;7.9;177;1.24;28.77;25
478.5;-33;22.4;7.9;177;1.24;28.77;25
478.7;-30;22.4;7.9;177;1.24;28.77;25
478.9;-35;22.3;8.8;196;1.24;28.77;25
479.1;-35;22.3;8.8;196;1.24;28.77;25
479.3;-31;22.3;10.3;230;1.24;28.77;25
479.7;-33;22.3;9.1;203;1.24;28.77;25
479.9;-32;22.3;9.1;203;1.24;28.88;25
480.1;-31;22.3;10.7;239;1.24;28.88;25
480.3;-36;22.3;10.7;239;1.24;28.88;25
480.5;-39;22.3;14.0;312;1.24;28.88;25
480.7;-40;22.3;14.0;312;1.24;28.88;25
480.9;-38;22.2;12.3;273;1.24;28.88;25
481.1;-37;22.2;12.3;273;1.24;28.88;25
481.3;-35;22.2;13.2;293;1.24;28.88;25
481.5;-36;22.2;13.2;293;1.24;29.00;25
481.7;-29;22.1;16.1;356;1.24;29.00;25
481.9;-32;22.1;16.1;356;1.24;29.00;25
482.1;-30;22.1;17.3;382;1.24;29.00;25
482.3;-33;22.1;17.3;382;1.25;29.00;25
482.5;-31;22.0;13.6;299;1.25;29.00;25
482.9;-39;22.1;11.3;250;1.25;29.00;25
483.1;-44;22.1;11.3;250;1.25;29.15;25
483.3;-52;22.2;11.1;246;1.25;29.15;25
483.5;-44;22.2;11.1;246;1.25;29.15;25
483.7;-42;22.2;10.3;229;1.25;29.15;25
483.9;-43;22.2;10.3;229;1.26;29.15;25
484.1;-41;22.2;11.3;251;1.26;29.15;25
484.5;-41;22.2;9.7;215;1.26;29.15;25
484.7;-45;22.2;9.7;215;1.26;29.26;25
484.9;-46;22.2;11.1;246;1.26;29.26;25
485.1;-46;22.2;11.1;246;1.26;29.26;25
485.3;-49;22.2;12.3;273;1.26;29.26;25
485.5;-45;22.2;12.3;273;1.26;29.26;25
485.7;-44;22.2;12.3;273;1.26;29.26;25
485.9;-45;22.2;11.0;244;1.26;29.26;25
486.1;-45;22.2;11.3;251;1.26;29.26;25
486.3;-44;22.2;11.3;251;1.26;29.37;25
486.5;-46;22.2;11.1;246;1.26;29.37;25
486.7;-46;22.2;11.1;246;1.26;29.37;25
486.9;-43;22.2;10.9;242;1.26;29.37;25
487.1;-47;22.2;10.9;242;1.27;29.37;25
487.3;-50;22.2;10.6;235;1.27;29.37;25
487.7;-44;22.2;11.8;262;1.27;29.37;25
487.9;-43;22.2;11.8;262;1.27;29.47;25
488.1;-41;22.2;9.7;215;1.27;29.47;25
488.5;-38;22.2;10.3;229;1.27;29.47;25
488.7;-39;22.2;10.3;229;1.27;29.47;25
488.9;-44;22.2;11.6;258;1.27;29.47;25
489.1;-50;22.2;11.6;258;1.27;29.47;25
489.3;-49;22.2;11.0;244;1.27;29.47;25
489.7;-27;22.2;9.1;202;1.27;29.47;25
489.9;-21;22.2;9.1;202;1.27;29.60;25
490.1;-19;22.2;10.6;235;1.27;29.60;25
490.3;-16;22.2;10.6;235;1.27;29.60;25
490.5;-15;22.2;9.1;202;1.27;29.60;25
490.7;-18;22.2;9.1;202;1.28;29.60;25
490.9;-21;22.2;10.2;226;1.28;29.60;25
491.1;-21;22.2;10.2;226;1.28;29.60;25
491.3;-27;22.2;10.2;226;1.28;29.60;25
491.5;-30;22.2;10.2;226;1.28;29.71;25
491.7;-32;22.2;10.5;233;1.28;29.71;25
491.9;-30;22.2;10.5;233;1.28;29.71;25
492.1;-29;22.2;9.8;218;1.28;29.71;25
492.3;-29;22.2;9.8;218;1.28;29.71;25
492.5;-29;22.2;10.4;231;1.28;29.71;25
492.9;-33;22.2;10.7;238;1.28;29.71;25
493.1;-34;22.2;10.7;238;1.28;29.81;25
493.3;-37;22.2;10.5;233;1.28;29.81;25
493.5;-38;22.2;10.5;233;1.28;29.81;25
493.7;-41;22.2;10.5;233;1.28;29.81;25
493.9;-38;22.2;10.5;233;1.29;29.81;25
494.1;-37;22.2;10.7;238;1.29;29.81;25
494.5;-43;22.2;10.0;222;1.29;29.81;25
494.7;-45;22.2;10.0;222;1.29;29.91;25
494.9;-57;22.2;10.1;224;1.29;29.91;25
495.1;-49;22.2;10.1;224;1.29;29.91;25
495.3;-33;22.2;10.2;226;1.29;29.91;25
495.5;-35;22.2;10.2;226;1.29;29.91;25
495.7;-36;22.2;10.2;226;1.29;29.91;25
495.9;-36;22.2;10.2;226;1.29;29.91;25
496.1;-34;22.2;10.2;226;1.29;29.91;25
496.3;-38;22.2;11.7;260;1.29;30.02;25
496.5;-38;22.2;9.8;218;1.29;30.02;25
496.7;-51;22.2;9.8;218;1.29;30.02;25
496.9;-42;22.2;9.0;200;1.29;30.02;25
497.1;-47;22.2;9.0;200;1.30;30.02;26
497.3;-53;22.2;8.5;189;1.30;30.02;26
497.6;-48;22.2;9.4;209;1.30;30.02;26
497.8;-44;22.2;9.4;209;1.30;30.11;26
498.0;-41;22.2;9.4;209;1.30;30.11;26
498.2;-32;22.3;8.4;187;1.30;30.11;26
498.5;-26;22.3;9.3;207;1.30;30.11;26
498.7;-26;22.3;9.3;207;1.30;30.11;26
498.9;-26;22.2;9.6;213;1.30;30.11;26
499.1;-27;22.2;9.6;213;1.30;30.11;26
499.3;-34;22.2;9.4;209;1.30;30.11;26
499.6;-32;22.2;9.9;220;1.30;30.11;26
499.8;-36;22.2;9.9;220;1.30;30.23;26
500.1;-29;22.2;11.0;244;1.30;30.23;26
500.3;-36;22.2;11.0;244;1.30;30.23;26
500.5;-34;22.2;10.1;224;1.30;30.23;26
500.7;-32;22.2;10.1;224;1.31;30.23;26
500.9;-36;22.2;9.7;215;1.31;30.23;26
501.1;-35;22.2;9.7;215;1.31;30.23;26
501.3;-32;22.2;11.0;244;1.31;30.23;26
501.5;-30;22.2;11.0;244;1.31;30.33;26
501.7;-25;22.2;10.6;235;1.31;30.33;26
501.9;-26;22.2;10.6;235;1.31;30.33;26
502.1;-30;22.2;10.7;238;1.31;30.33;26
502.3;-35;22.2;10.7;238;1.31;30.33;26
502.5;-32;22.2;12.0;266;1.31;30.33;26
502.8;-36;22.2;9.9;220;1.31;30.33;26
503.0;-39;22.2;9.9;220;1.31;30.44;26
503.2;-42;22.2;11.6;258;1.31;30.44;26
503.5;-39;22.2;11.6;258;1.31;30.44;26
503.7;-42;22.2;11.3;251;1.31;30.44;26
503.9;-46;22.2;11.3;251;1.31;30.44;26
504.1;-36;22.2;10.5;233;1.31;30.44;26
504.4;-29;22.2;9.4;209;1.31;30.44;26
504.6;-29;22.2;9.4;209;1.31;30.54;26
504.8;-29;22.2;10.4;231;1.31;30.54;26
505.0;-25;22.2;10.4;231;1.31;30.54;26
505.2;-26;22.2;10.1;224;1.31;30.54;26
505.4;-27;22.2;10.1;224;1.32;30.54;26
505.6;-27;22.2;10.3;229;1.32;30.54;26
505.8;-30;22.2;10.3;229;1.32;30.54;26
506.1;-32;22.2;11.1;246;1.32;30.54;26
506.3;-34;22.2;11.1;246;1.32;30.65;26
506.5;-40;22.2;9.2;204;1.32;30.65;26
506.7;-44;22.2;9.2;204;1.32;30.65;26
506.9;-39;22.2;9.7;215;1.32;30.65;26
507.1;-43;22.2;9.7;215;1.32;30.65;26
507.3;-52;22.2;9.7;215;1.32;30.65;26
507.6;-43;22.2;10.1;224;1.32;30.65;26
507.8;-42;22.2;10.1;224;1.32;30.75;26
508.0;-40;22.2;10.1;224;1.32;30.75;26
508.4;-55;22.2;10.1;224;1.32;30.75;26
508.6;-57;22.2;10.1;224;1.32;30.75;26
509.2;-51;22.2;8.2;182;1.32;30.75;26
509.6;-42;22.2;8.2;182;1.32;30.75;26
509.8;-44;22.2;8.2;182;1.32;30.86;26
510.0;-45;22.2;8.2;182;1.32;30.86;26
510.2;-49;22.2;8.2;182;1.32;30.86;26
510.4;-47;22.2;8.2;182;1.32;30.86;26
510.6;-53;22.2;8.2;182;1.33;30.86;26
510.8;-35;22.3;9.6;214;1.33;30.86;26
511.0;-33;22.3;9.6;214;1.33;30.86;26
511.2;-35;22.3;7.1;158;1.33;30.86;26
511.4;-37;22.3;7.1;158;1.33;30.94;26
511.6;-34;22.3;7.4;165;1.33;30.94;26
511.8;-38;22.3;7.4;165;1.33;30.94;26
512.0;-32;22.3;8.9;198;1.33;30.94;26
512.2;-24;22.3;8.9;198;1.34;30.94;26
512.4;-31;22.3;7.7;172;1.34;30.94;26
512.8;-26;22.3;8.4;187;1.34;30.94;26
513.0;-26;22.3;8.4;187;1.34;31.02;26
513.2;-32;22.3;9.7;216;1.34;31.02;26
513.4;-32;22.3;9.7;216;1.34;31.02;26
513.6;-34;22.2;9.6;213;1.34;31.02;26
513.8;-33;22.2;9.6;213;1.34;31.02;26
514.0;-34;22.2;8.3;184;1.34;31.02;26
514.4;-48;22.2;9.7;215;1.34;31.02;26
514.6;-48;22.2;9.7;215;1.34;31.12;26
514.8;-40;22.2;11.1;246;1.34;31.12;26
515.0;-45;22.2;11.1;246;1.34;31.12;26
515.2;-37;22.2;10.7;238;1.34;31.12;26
515.4;-34;22.2;10.7;238;1.35;31.12;26
515.6;-37;22.2;9.6;213;1.35;31.12;26
516.0;-42;22.2;8.6;191;1.35;31.12;26
516.2;-43;22.2;8.6;191;1.35;31.22;26
516.4;-47;22.2;10.5;233;1.35;31.22;26
516.6;-37;22.2;10.5;233;1.35;31.22;26
516.8;-47;22.2;10.5;233;1.35;31.22;26
517.0;-46;22.2;10.5;233;1.35;31.22;26
517.2;-60;22.2;10.5;233;1.35;31.22;26
517.4;-36;22.2;9.9;220;1.35;31.22;26
517.6;-26;22.2;10.1;224;1.35;31.22;26
517.8;-28;22.2;10.1;224;1.35;31.32;26
518.0;-27;22.2;10.1;224;1.35;31.32;26
518.2;-30;22.2;11.0;244;1.35;31.32;26
518.4;-42;22.2;9.9;220;1.35;31.32;26
518.6;-42;22.2;9.9;220;1.35;31.32;26
518.8;-37;22.2;9.9;220;1.35;31.32;26
519.0;-42;22.2;9.8;218;1.36;31.32;26
519.2;-36;22.2;11.2;249;1.36;31.32;26
519.4;-34;22.2;11.2;249;1.36;31.32;26
519.6;-36;22.2;10.0;222;1.36;31.32;26
519.8;-36;22.2;10.0;222;1.36;31.45;26
520.0;-38;22.2;9.1;202;1.36;31.45;26
520.2;-38;22.2;9.1;202;1.36;31.45;26
520.4;-40;22.2;9.1;202;1.36;31.45;26
520.6;-41;22.2;10.0;222;1.36;31.45;26
520.8;-40;22.2;9.9;220;1.36;31.45;26
521.0;-40;22.2;9.9;220;1.36;31.45;26
521.2;-38;22.2;9.9;220;1.36;31.45;26
521.4;-43;22.2;9.9;220;1.36;31.55;26
521.6;-40;22.2;10.1;224;1.36;31.55;26
521.8;-47;22.2;10.1;224;1.36;31.55;26
522.0;-47;22.2;10.1;224;1.36;31.55;26
522.2;-42;22.1;10.7;236;1.36;31.55;26
522.4;-38;22.1;10.1;223;1.36;31.55;26
522.6;-40;22.1;10.1;223;1.36;31.55;26
522.8;-37;22.1;11.4;252;1.36;31.55;26
523.0;-39;22.1;11.4;252;1.36;31.65;26
523.2;-28;22.1;13.0;287;1.36;31.65;26
523.4;-29;22.1;13.0;287;1.36;31.65;26
523.6;-27;22.1;13.0;287;1.36;31.65;26
523.8;-30;22.1;11.3;250;1.37;31.65;26
524.0;-32;22.1;10.6;234;1.37;31.65;26
524.2;-33;22.1;10.6;234;1.37;31.65;26
524.4;-38;22.1;11.2;248;1.37;31.65;26
524.6;-40;22.1;11.2;248;1.37;31.77;26
524.8;-45;22.1;11.0;243;1.37;31.77;26
525.0;-48;22.1;11.0;243;1.37;31.77;26
525.3;-51;22.1;11.0;243;1.37;31.77;26
525.6;-42;22.1;11.9;263;1.37;31.77;26
526.0;-41;22.1;10.1;223;1.37;31.77;26
526.2;-41;22.1;10.1;223;1.37;31.87;26
526.4;-44;22.1;10.4;230;1.37;31.87;26
526.6;-38;22.1;10.4;230;1.37;31.87;26
526.8;-35;22.1;10.3;228;1.37;31.87;26
527.0;-37;22.1;10.3;228;1.38;31.87;26
527.2;-47;22.1;10.3;228;1.38;31.87;26
527.4;-38;22.1;10.3;228;1.38;31.87;26
527.6;-34;22.1;9.2;203;1.38;31.87;26
527.8;-36;22.1;9.2;203;1.38;31.97;26
528.0;-29;22.2;8.9;198;1.38;31.97;26
528.2;-24;22.2;8.9;198;1.38;31.97;26
528.4;-25;22.2;11.0;244;1.38;31.97;26
528.6;-26;22.2;11.0;244;1.38;31.97;26
528.8;-29;22.1;8.8;194;1.38;31.97;26
529.0;-28;22.1;8.8;194;1.38;31.97;26
529.2;-25;22.2;10.0;222;1.38;31.97;26
529.6;-26;22.1;11.2;248;1.38;31.97;26
529.8;-28;22.1;11.2;248;1.38;32.09;26
530.0;-31;22.1;10.1;223;1.38;32.09;26
530.2;-26;22.1;10.1;223;1.38;32.09;26
530.4;-27;22.1;9.4;208;1.38;32.09;26
530.6;-33;22.1;9.4;208;1.39;32.09;26
530.8;-32;22.1;11.3;250;1.39;32.09;26
531.0;-35;22.1;11.3;250;1.39;32.09;26
531.2;-33;22.1;12.0;265;1.39;32.09;26
531.4;-36;22.1;12.0;265;1.39;32.20;26
531.6;-33;22.1;12.4;274;1.39;32.20;26
531.8;-32;22.1;12.4;274;1.39;32.20;26
532.0;-32;22.0;12.4;273;1.39;32.20;26
532.2;-33;22.0;12.4;273;1.39;32.20;26
532.4;-33;22.0;11.2;246;1.39;32.20;26
532.7;-34;22.1;11.2;248;1.39;32.20;26
532.9;-36;22.1;11.2;248;1.39;32.32;26
533.1;-38;22.1;11.2;248;1.39;32.32;26
533.3;-48;22.1;13.6;301;1.39;32.32;26
533.5;-41;22.1;13.6;301;1.39;32.32;26
533.7;-36;22.0;13.2;290;1.40;32.32;26
533.9;-34;22.0;13.2;290;1.40;32.32;26
534.1;-34;22.0;13.5;297;1.40;32.32;26
534.3;-36;22.0;12.1;266;1.40;32.32;26
534.5;-38;22.0;12.1;266;1.40;32.44;26
534.7;-38;22.0;12.1;266;1.40;32.44;26
534.9;-51;22.0;12.1;266;1.40;32.44;26
535.1;-49;22.1;10.3;228;1.40;32.44;26
535.3;-44;22.1;10.3;228;1.40;32.44;26
535.5;-42;22.1;11.0;243;1.40;32.44;26
536.3;-49;22.1;10.4;230;1.40;32.44;26
536.5;-55;22.1;10.4;230;1.40;32.44;26
536.7;-54;22.1;10.4;230;1.40;32.44;26
536.9;-55;22.1;10.4;230;1.41;32.44;26
537.3;-55;22.1;10.4;230;1.41;32.44;26
537.5;-59;22.1;10.4;230;1.41;32.44;26
537.7;-55;22.1;10.8;239;1.41;32.44;26
537.9;-50;22.1;10.3;228;1.41;32.44;26
538.3;-53;22.1;10.0;221;1.41;32.44;26
538.5;-54;22.1;10.0;221;1.41;32.44;26
538.7;-59;22.1;9.8;217;1.41;32.44;26
538.9;-60;22.1;9.8;217;1.42;32.44;26
539.1;-57;22.1;9.3;206;1.42;32.44;26
539.3;-60;22.1;9.3;206;1.42;32.44;26
539.6;-50;22.1;9.3;206;1.42;32.44;26
539.9;-55;22.1;9.1;201;1.42;32.44;26
540.1;-52;22.1;9.1;201;1.42;32.44;26
540.3;-47;22.1;9.1;201;1.42;32.44;26
540.5;-51;22.1;8.6;190;1.42;32.44;26
540.7;-51;22.1;10.2;225;1.42;32.44;26
540.9;-49;22.1;10.2;225;1.42;32.44;26
541.1;-52;22.1;9.2;203;1.42;32.44;26
541.3;-54;22.1;9.2;203;1.42;32.86;26
541.5;-42;22.1;8.9;197;1.42;32.86;26
541.7;-50;22.1;8.9;197;1.42;32.86;26
541.9;-42;22.1;8.9;197;1.42;32.86;26
542.1;-48;22.1;8.9;197;1.42;32.86;26
542.3;-55;22.1;9.1;201;1.42;32.86;26
542.5;-56;22.1;9.1;201;1.42;32.86;26
542.7;-42;22.1;9.7;214;1.42;32.86;26
542.9;-42;22.1;9.7;214;1.42;32.96;26
543.1;-36;22.1;10.1;223;1.42;32.96;26
543.3;-42;22.1;10.1;223;1.42;32.96;26
543.5;-42;22.1;10.1;223;1.42;32.96;26
543.7;-50;22.1;9.4;208;1.43;32.96;26
543.9;-53;22.1;9.2;203;1.43;32.96;26
544.1;-55;22.1;9.2;203;1.43;32.96;26
544.3;-35;22.1;9.1;201;1.43;32.96;26
544.5;-41;22.1;9.1;201;1.43;33.05;26
544.7;-41;22.1;9.8;217;1.43;33.05;26
544.9;-38;22.1;9.8;217;1.43;33.05;26
545.1;-38;22.1;9.8;217;1.43;33.05;26
545.3;-38;22.1;9.2;203;1.43;33.05;26
545.5;-38;22.1;9.6;212;1.43;33.05;26
545.9;-38;22.1;9.4;208;1.43;33.05;26
546.1;-40;22.1;9.4;208;1.43;33.14;26
546.3;-41;22.1;9.8;217;1.43;33.14;26
546.5;-37;22.1;9.8;217;1.43;33.14;26
546.7;-42;22.1;9.8;217;1.43;33.14;26
546.9;-37;22.1;9.8;217;1.44;33.14;26
547.1;-36;22.1;10.1;223;1.44;33.14;26
547.3;-30;22.1;10.1;223;1.44;33.14;26
547.5;-29;22.1;9.4;208;1.44;33.14;26
547.7;-30;22.1;9.4;208;1.44;33.24;26
547.9;-29;22.1;9.4;208;1.44;33.24;26
548.1;-29;22.1;9.9;219;1.44;33.24;26
548.3;-33;22.1;9.8;217;1.44;33.24;26
548.5;-33;22.1;9.8;217;1.44;33.24;26
548.7;-34;22.1;10.5;232;1.44;33.24;26
548.9;-36;22.1;10.5;232;1.44;33.24;26
549.1;-35;22.1;10.5;232;1.44;33.24;26
549.5;-37;22.1;10.7;236;1.44;33.24;26
549.7;-38;22.1;10.7;236;1.44;33.37;26
549.9;-34;22.1;10.5;232;1.44;33.37;26
550.1;-39;22.1;10.5;232;1.44;33.37;26
550.3;-40;22.1;8.8;194;1.44;33.37;26
550.5;-37;22.1;8.8;194;1.45;33.37;26
550.7;-49;22.1;9.7;214;1.45;33.37;26
551.5;-48;22.1;9.5;210;1.45;33.37;26
551.7;-45;22.1;9.5;210;1.45;33.37;26
552.0;-44;22.1;9.5;210;1.45;33.37;26
552.7;-50;22.1;9.5;210;1.45;33.37;26
552.9;-50;22.1;9.5;210;1.45;33.57;26
553.1;-47;22.1;9.2;203;1.45;33.57;26
553.3;-65;22.1;9.2;203;1.45;33.57;26
553.6;-44;22.1;9.2;203;1.46;33.57;26
553.9;-56;22.1;8.8;194;1.46;33.57;26
554.3;-50;22.1;8.3;183;1.46;33.57;26
554.5;-45;22.1;8.3;183;1.46;33.66;26
554.8;-35;22.1;8.3;183;1.46;33.66;26
555.1;-44;22.1;9.8;217;1.46;33.66;26
555.3;-38;22.1;9.8;217;1.46;33.66;26
555.5;-48;22.1;8.7;192;1.46;33.66;26
556.0;-43;22.1;8.7;192;1.46;33.75;26
556.3;-32;22.1;8.8;194;1.46;33.75;26
556.5;-29;22.1;8.8;194;1.46;33.75;26
556.7;-32;22.1;8.1;179;1.46;33.75;26
556.9;-36;22.1;8.1;179;1.46;33.75;26
557.1;-44;22.1;8.1;179;1.46;33.75;27
557.3;-44;22.1;10.2;225;1.46;33.75;27
557.5;-40;22.1;10.2;225;1.46;33.84;27
557.8;-48;22.1;10.2;225;1.46;33.84;27
558.0;-44;22.1;9.8;217;1.46;33.84;27
558.2;-34;22.1;9.8;217;1.46;33.84;27
558.4;-30;22.1;10.1;223;1.46;33.84;27
558.6;-32;22.1;10.1;223;1.46;33.84;27
558.8;-33;22.1;9.8;217;1.47;33.84;27
