;;;;;;;;;;;;;;;;;0;0;0;1;1;1;4;4;4;7;8;8;8;8;8;8;16;16;18;19;20;21;22;24;25;25;25;28;28;28;31;
;;;;;;;;;;;;;;;;;RECEIVER;RECEIVER;RECEIVER;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;RPM SENSOR;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;VARIO F1712;VARIO F1712;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE F1713 ;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;RPM SENSOR;
TIME;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;BATTERY;EXTERNAL BATTERY;STATUS;CURRENT;VOLTAGE;CAPACITY;CURRENT;VOLTAGE;CAPACITY;ROTATION;DISTANCE;SPEED;ALTITUDE;VARIOMETER;LATITUDE;LONGITUDE;ALTITUDE;VARIOMETER;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;CURRENT;VOLTAGE;CAPACITY;CURRENT;VOLTAGE;CAPACITY;ROTATION;
74549;-14,0;63,5;71,3;67,3;-77,2;4,5;-152,2;139,9;-100,0;0,0;-100,0;-54,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    5;  0;   -5;   0,0;N 50:17.7945;E 10:57.3772;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
74801;-13,4;65,9;83,9;40,2;-79,8;5,1;-152,2;139,9;-100,0;0,0;-100,0;-21,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    5;  0;   -5;   0,0;N 50:17.7945;E 10:57.3772;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
75029;-13,4;55,8;83,9;44,3;-69,5;5,2;-152,2;139,9;-100,0;0,0;-100,0;-26,2;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    5;  0;   -5;   0,0;N 50:17.7946;E 10:57.3773;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
75281;-14,0;57,6;83,9;66,2;-70,4;4,5;-152,2;139,9;-100,0;0,0;-100,0;-48,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    5;  0;   -5;   0,0;N 50:17.7946;E 10:57.3773;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
75511;-14,0;55,8;83,9;44,8;-69,5;4,5;-152,2;139,9;-100,0;0,0;-100,0;-26,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    5;  7;   -5;   0,0;N 50:17.7948;E 10:57.3780;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
75764;-12,2;49,9;83,9;17,0;-63,5;6,4;-152,2;139,9;-100,0;0,0;-100,0;4,2;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    5;  7;   -5;   0,0;N 50:17.7948;E 10:57.3780;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
75991;-14,0;46,9;71,3;22,3;-60,4;4,5;-152,2;139,9;-100,0;0,0;-100,0;-1,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    5;  7;   -5;   0,0;N 50:17.7950;E 10:57.3785;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
76347;-12,2;42,7;53,1;43,5;-56,2;6,4;-152,2;139,9;-100,0;0,0;-100,0;-25,1;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    5;  7;   -5;   0,0;N 50:17.7950;E 10:57.3785;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
76600;-13,1;29,2;46,0;36,3;-42,6;5,4;-152,2;139,9;-100,0;0,0;-100,0;-17,0;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    5;  7;   -5;   0,0;N 50:17.7955;E 10:57.3794;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
76827;-7,6;54,5;36,9;35,9;-68,2;11,3;-152,2;139,9;-100,0;0,0;-100,0;-16,5;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    5;  7;   -5;   0,0;N 50:17.7955;E 10:57.3794;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
77185;-11,3;60,0;43,7;21,4;-73,8;7,3;-152,2;139,9;-100,0;0,0;-100,0;0,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    5;  7;   -5;   0,0;N 50:17.7955;E 10:57.3794;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
77437;-10,1;62,1;39,9;17,4;-75,9;8,6;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    6;  6;   -5;   0,0;N 50:17.7961;E 10:57.3803;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
77665;-3,1;38,7;42,9;10,4;-52,2;16,1;-152,2;139,9;-100,0;0,0;-100,0;11,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    6;  6;   -5;   0,0;N 50:17.7961;E 10:57.3803;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
77920;-8,9;47,9;52,2;17,0;-61,6;9,8;-152,2;139,9;-100,0;0,0;-100,0;4,0;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    6;  5;   -6;   0,0;N 50:17.7965;E 10:57.3809;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
78148;-9,4;39,3;44,0;26,5;-52,8;9,4;-152,2;139,9;-100,0;0,0;-100,0;-6,2;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    7;  5;   -6;   0,0;N 50:17.7965;E 10:57.3809;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
78400;-12,1;51,6;52,1;37,1;-65,3;6,5;-152,2;139,9;-100,0;0,0;-100,0;-18,0;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    7;  5;   -6;   0,0;N 50:17.7968;E 10:57.3812;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
78631;-11,5;59,5;49,7;36,6;-73,2;7,1;-152,2;139,9;-100,0;0,0;-100,0;-17,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    7;  5;   -6;   0,0;N 50:17.7968;E 10:57.3812;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
78883;-14,0;54,8;62,6;29,8;-68,6;4,6;-152,2;139,9;-100,0;0,0;-100,0;-10,0;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    8;  5;   -6;   0,0;N 50:17.7972;E 10:57.3817;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
79111;-11,9;47,0;69,9;17,6;-60,6;6,7;-152,2;139,9;-100,0;0,0;-100,0;3,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1955;---;---;---;     0;    8;  5;   -6;   0,0;N 50:17.7972;E 10:57.3817;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
79341;-14,0;46,7;69,3;26,3;-60,3;4,5;-152,2;139,9;-100,0;0,0;-100,0;-6,1;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;    8;  5;   -6;   0,0;N 50:17.7972;E 10:57.3817;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
79593;-13,5;46,9;66,2;28,0;-60,4;4,9;-152,2;139,9;-100,0;0,0;-100,0;-7,9;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;    9;  6;   -6;   0,0;N 50:17.7975;E 10:57.3819;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
79821;-13,8;49,9;66,7;28,9;-63,4;4,6;-152,2;139,9;-100,0;0,0;-100,0;-8,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;    9;  6;   -6;   0,0;N 50:17.7975;E 10:57.3819;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
80076;-12,2;51,3;73,8;27,1;-64,9;6,4;-152,2;139,9;-100,0;0,0;-100,0;-6,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;    9;  6;   -6;   0,0;N 50:17.7978;E 10:57.3823;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
80304;-12,1;51,6;76,2;25,4;-65,3;6,5;-152,2;139,9;-100,0;0,0;-100,0;-5,2;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;    9;  6;   -6;   0,0;N 50:17.7978;E 10:57.3823;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
80556;-11,8;52,7;63,5;19,3;-66,4;6,8;-152,2;139,9;-100,0;0,0;-100,0;1,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   10;  6;   -6;   0,0;N 50:17.7982;E 10:57.3829;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
80786;-12,4;45,8;59,2;22,2;-59,5;6,2;-152,2;139,9;-100,0;0,0;-100,0;-1,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   10;  6;   -6;   0,0;N 50:17.7982;E 10:57.3829;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
81039;-7,3;39,4;63,5;20,8;-53,0;11,6;-152,2;139,9;-100,0;0,0;-100,0;0,1;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   10;  5;   -6;   0,0;N 50:17.7985;E 10:57.3832;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
81267;-9,5;42,0;64,0;21,6;-55,5;9,2;-152,2;139,9;-100,0;0,0;-100,0;-1,0;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   10;  5;   -6;   0,0;N 50:17.7985;E 10:57.3832;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
81520;-8,5;41,4;58,8;17,7;-54,9;10,4;-152,2;139,9;-100,0;0,0;-100,0;3,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   11;  0;   -6;   0,0;N 50:17.7989;E 10:57.3836;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
81750;-9,4;47,0;53,7;17,6;-60,6;9,4;-152,2;139,9;-100,0;0,0;-100,0;3,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   11;  0;   -6;   0,0;N 50:17.7991;E 10:57.3838;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
82002;1,2;45,5;51,2;11,3;-59,2;20,7;-152,2;139,9;-100,0;0,0;-100,0;10,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   11;  0;   -6;   0,0;N 50:17.7991;E 10:57.3838;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
82231;-3,9;43,0;41,7;16,5;-56,5;15,3;-152,2;139,9;-100,0;0,0;-100,0;4,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   12;  0;   -6;   0,0;N 50:17.7993;E 10:57.3839;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
82461;-6,1;34,8;44,2;17,4;-48,2;12,9;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   12;  0;   -6;   0,0;N 50:17.7993;E 10:57.3839;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
82713;-8,6;39,4;46,3;18,6;-53,0;10,3;-152,2;139,9;-100,0;0,0;-100,0;2,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   12;  0;   -6;   0,0;N 50:17.7995;E 10:57.3841;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
82941;-3,0;35,3;45,1;17,7;-48,8;16,2;-152,2;139,9;-100,0;0,0;-100,0;3,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   12;  0;   -6;   0,0;N 50:17.7995;E 10:57.3841;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
83196;-3,3;32,3;44,2;17,1;-45,7;15,9;-152,2;139,9;-100,0;0,0;-100,0;3,9;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   12;  0;   -6;   0,0;N 50:17.7996;E 10:57.3842;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
83424;-3,6;33,9;59,1;17,4;-47,5;15,5;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   12;  0;   -6;   0,0;N 50:17.7996;E 10:57.3842;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
83677;-4,6;29,2;63,2;17,6;-42,4;14,6;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   13;  0;   -6;   0,0;N 50:17.7998;E 10:57.3844;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
83907;-7,7;32,1;75,9;20,5;-45,5;11,2;-152,2;139,9;-100,0;0,0;-100,0;0,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   13;  0;   -6;   0,0;N 50:17.7998;E 10:57.3844;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
84160;-10,1;36,2;83,9;19,8;-49,7;8,6;-152,2;139,9;-100,0;0,0;-100,0;1,0;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   13;  0;   -6;   0,0;N 50:17.8000;E 10:57.3846;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
84387;-14,1;29,9;83,9;17,3;-43,3;4,5;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   13;  0;   -6;   0,0;N 50:17.8000;E 10:57.3846;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
84642;-12,1;21,4;83,9;17,4;-34,7;6,5;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   14;  5;   -6;   0,0;N 50:17.8002;E 10:57.3848;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
84871;-13,8;28,1;83,9;17,6;-41,5;4,6;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   14;  5;   -6;   0,0;N 50:17.8002;E 10:57.3848;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
85123;-9,4;27,8;73,7;10,6;-41,2;9,4;-152,2;139,9;-100,0;0,0;-100,0;11,2;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   14;  6;   -6;   0,0;N 50:17.8007;E 10:57.3853;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
85353;1,2;17,4;83,9;0,4;-30,7;20,7;-152,2;139,9;-100,0;0,0;-100,0;22,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   14;  6;   -6;   0,0;N 50:17.8007;E 10:57.3853;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
85581;-10,0;19,2;83,9;17,6;-32,4;8,8;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   14;  6;   -6;   0,0;N 50:17.8007;E 10:57.3853;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
85833;-14,0;18,9;83,9;17,9;-32,1;4,5;-152,2;139,9;-100,0;0,0;-100,0;3,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   15;  7;   -6;   0,0;N 50:17.8010;E 10:57.3857;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
86194;-12,6;29,5;66,4;17,6;-42,7;6,0;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   16;  7;   -6;   0,0;N 50:17.8015;E 10:57.3863;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
86422;-4,8;15,5;72,8;9,5;-28,7;14,3;-152,2;139,9;-100,0;0,0;-100,0;12,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1954;---;---;---;     0;   16;  7;   -6;   0,0;N 50:17.8015;E 10:57.3863;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
86674;-8,3;23,4;52,4;12,5;-36,6;10,4;-152,2;139,9;-100,0;0,0;-100,0;9,1;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   17;  6;   -6;   0,0;N 50:17.8018;E 10:57.3867;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
86904;-14,0;11,9;59,1;9,5;-25,1;4,5;-152,2;139,9;-100,0;0,0;-100,0;12,2;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   17;  6;   -6;   0,0;N 50:17.8018;E 10:57.3867;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
87157;-13,5;89,0;59,4;16,8;-89,9;4,9;-152,2;139,9;-100,0;0,0;-100,0;4,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   18;  6;   -6;   0,0;N 50:17.8021;E 10:57.3870;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
87384;-14,0;-11,2;62,4;17,7;-1,2;4,5;-152,2;139,9;-100,0;0,0;-100,0;3,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   18;  6;   -6;   0,0;N 50:17.8021;E 10:57.3870;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
87637;-14,0;88,2;60,0;17,3;-89,9;4,5;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   18;  5;   -6;   0,0;N 50:17.8025;E 10:57.3875;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
87867;-14,0;11,8;62,8;17,9;-25,0;4,5;-152,2;139,9;-100,0;0,0;-100,0;3,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   18;  5;   -6;   0,0;N 50:17.8025;E 10:57.3875;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
88120;-14,0;22,2;56,4;16,8;-35,4;4,5;-152,2;139,9;-100,0;0,0;-100,0;4,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   19;  0;   -6;   0,0;N 50:17.8027;E 10:57.3877;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
88347;-14,3;22,8;47,2;17,6;-36,0;4,2;-152,2;139,9;-100,0;0,0;-100,0;3,9;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   19;  0;   -6;   0,0;N 50:17.8027;E 10:57.3877;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
88603;-12,4;22,9;57,0;18,3;-36,2;6,1;-152,2;139,9;-100,0;0,0;-100,0;2,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   20;  0;   -6;   0,0;N 50:17.8030;E 10:57.3881;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
88831;-11,2;12,9;52,1;19,5;-26,0;7,4;-152,2;139,9;-100,0;0,0;-100,0;1,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   20;  0;   -6;   0,0;N 50:17.8030;E 10:57.3881;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
89084;-13,4;18,5;44,2;19,0;-31,7;5,2;-152,2;139,9;-100,0;0,0;-100,0;1,9;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   20;  0;   -6;   0,0;N 50:17.8031;E 10:57.3882;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
89314;-10,4;26,0;36,8;18,2;-39,3;8,2;-152,2;139,9;-100,0;0,0;-100,0;3,0;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   20;  0;   -6;   0,0;N 50:17.8031;E 10:57.3882;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
89542;-10,1;22,5;36,9;16,8;-35,7;8,6;-152,2;139,9;-100,0;0,0;-100,0;4,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   20;  0;   -6;   0,0;N 50:17.8032;E 10:57.3884;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
89794;-5,2;18,7;34,8;17,3;-32,0;13,8;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   20;  0;   -6;   0,0;N 50:17.8032;E 10:57.3884;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
90024;-4,8;20,4;29,8;17,6;-33,8;14,4;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   20;  0;   -6;   0,0;N 50:17.8033;E 10:57.3885;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
90277;-7,7;28,0;26,9;17,9;-41,4;11,2;-152,2;139,9;-100,0;0,0;-100,0;3,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   20;  0;   -6;   0,0;N 50:17.8033;E 10:57.3885;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
90504;-4,5;31,5;27,5;17,4;-44,9;14,6;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   20;  0;   -6;   0,0;N 50:17.8033;E 10:57.3885;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
90760;-9,1;34,2;22,8;19,3;-47,8;9,7;-152,2;139,9;-100,0;0,0;-100,0;1,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   20;  0;   -6;   0,0;N 50:17.8033;E 10:57.3885;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
90987;-3,7;15,2;52,8;18,0;-28,4;15,5;-152,2;139,9;-100,0;0,0;-100,0;3,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   20;  0;   -6;   0,0;N 50:17.8033;E 10:57.3886;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
91240;-4,5;16,7;61,5;23,5;-29,8;14,7;-152,2;139,9;-100,0;0,0;-100,0;-3,1;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   20;  0;   -6;   0,0;N 50:17.8033;E 10:57.3886;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
91479;-2,1;21,0;67,1;19,3;-34,4;17,1;-152,2;139,9;-100,0;0,0;-100,0;1,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1953;---;---;---;     0;   21;  0;   -6;   0,0;N 50:17.8034;E 10:57.3887;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
